Date,BC(370),BC(880),NO,NO2,NOx,PM10,RH,Temp,WS
2017-10-26,1227.67,882.17,,,,17.5,,,
2017-10-27,2824.33,2208.83,,,,14.9,,,
2017-10-28,840.5,603.0,,,,12.3,,,
2017-10-29,1193.5,952.0,,,,17.4,,,
2017-10-30,2569.33,2388.33,,,,23.1,,,
2017-10-31,1140.33,929.17,,,,21.3,,,
2017-11-01,889.17,775.67,,,,16.7,,,
2017-11-02,1489.5,1331.17,,,,20.6,,,
2017-11-03,2062.5,742.33,,,,28.2,,,
2017-11-04,1263.67,905.83,,,,25.9,,,
2017-11-05,1634.17,734.0,,,,18.5,,,
2017-11-06,2672.67,2272.33,,,,30.4,,,
2017-11-07,1935.17,771.17,,,,22.9,,,
2017-11-08,1378.83,1149.17,,,,30.2,,,3.6
2017-11-09,1386.67,958.33,,,,21.8,,,1.8
2017-11-10,1124.67,897.0,,,,24.4,,,1.9
2017-11-11,419.67,353.5,,,,25.0,,,2.7
2017-11-12,1944.67,1670.33,,,,14.1,,,1.9
2017-11-13,2056.0,1797.33,,,,18.5,,,3.0
2017-11-14,2669.0,2383.0,,,,20.6,,,2.3
2017-11-15,3142.83,2601.67,,,,10.6,,,3.0
2017-11-16,2286.5,1759.67,,,,13.2,,,3.3
2017-11-17,1074.83,968.5,,,,23.2,,,2.5
2017-11-18,709.0,577.0,,,,17.8,,,5.9
2017-11-19,1398.5,1157.83,,,,9.1,,,3.9
2017-11-20,1418.67,1108.0,,,,13.0,,,2.9
2017-11-21,2526.17,2061.0,,,,23.8,,,3.1
2017-11-22,2536.33,2044.33,,,,25.1,,,2.6
2017-11-23,2822.17,2192.5,,,,16.9,,,2.6
2017-11-24,1115.0,863.33,,,,25.0,,,1.9
2017-11-25,1597.17,744.0,,,,20.4,,,2.1
2017-11-26,1709.5,1399.5,,,,16.4,,,2.8
2017-11-27,1717.33,1425.83,,,,16.1,,,3.0
2017-11-28,1424.5,1223.17,,,,12.0,,,2.2
2017-11-29,2421.0,2034.0,,,,15.2,,,2.3
2017-11-30,2960.83,2370.67,,,,24.2,,,2.7
2017-12-01,1773.67,1320.5,,,,20.3,,,2.9
2017-12-02,1422.17,815.17,,,,11.9,,,2.7
2017-12-03,1613.83,1353.5,,,,10.9,,,2.1
2017-12-04,2303.17,1989.5,,,,20.8,,,2.9
2017-12-05,2013.0,1712.83,,,,16.3,,,2.8
2017-12-06,2036.17,1699.17,,,,28.9,,,2.6
2017-12-07,2775.17,2117.67,,,,20.5,,,3.0
2017-12-08,2669.5,1245.0,,,,24.8,,,3.2
2017-12-09,1777.0,1430.33,,,,18.6,,,3.5
2017-12-10,2618.33,2302.5,,,,25.8,,,2.0
2017-12-11,602.33,482.67,,,,19.5,,,3.5
2017-12-12,1995.0,1600.17,,,,17.1,,,3.1
2017-12-13,1424.67,1165.83,,,,18.3,,,3.5
2017-12-14,1441.17,1043.83,,,,15.9,,,2.3
2017-12-15,3353.5,2217.67,,,,21.6,,,2.7
2017-12-16,688.33,533.5,,,,18.8,,,2.7
2017-12-17,1863.67,1458.5,,,,18.9,,,2.3
2017-12-18,1150.0,904.17,,,,19.7,,,3.3
2017-12-19,193.83,162.83,,,,22.4,,,4.0
2017-12-20,1225.83,944.17,,,,27.5,,,3.8
2017-12-21,1141.33,990.83,,,,22.3,,,3.9
2017-12-22,863.5,672.83,,,,22.9,,,2.3
2017-12-23,512.0,335.5,,,,22.6,,,3.3
2017-12-24,1126.5,437.17,,,,16.4,,,3.0
2017-12-25,172.17,224.5,,,,14.3,,,3.2
2017-12-26,564.83,465.67,,,,14.6,,,3.6
2017-12-27,573.83,488.83,,,,24.5,,,2.6
2017-12-28,620.5,482.0,,,,25.6,,,2.9
2017-12-29,712.5,611.17,,,,26.5,,,2.6
2017-12-30,829.5,686.5,,,,22.5,,,3.8
2017-12-31,1701.67,951.5,,,,18.7,,,3.5
2018-01-01,468.5,475.5,,,,44.1,,,2.6
2018-01-02,765.33,564.67,,,,14.9,,,2.8
2018-01-03,700.33,1067.0,,,,13.9,,,2.9
2018-01-04,437.33,358.67,,,,19.5,,,5.3
2018-01-05,239.83,141.67,,,,36.5,,,6.4
2018-01-06,810.0,599.17,,,,38.9,,,5.2
2018-01-07,637.0,555.67,,,,47.5,,,3.3
2018-01-08,1026.67,960.33,,,,48.2,,,2.3
2018-01-09,1044.83,687.67,,,,17.5,,,3.3
2018-01-10,735.33,749.0,,,,19.6,,,3.5
2018-01-11,1547.33,1340.67,,,,16.9,,,3.2
2018-01-12,981.33,504.5,,,,20.1,,,2.5
2018-01-13,417.67,327.83,,,,16.7,,,3.2
2018-01-14,943.33,956.33,,,,16.3,,,3.2
2018-01-15,840.5,679.17,,,,16.4,,,3.9
2018-01-16,1061.83,1601.5,,,,26.0,,,5.3
2018-01-17,2167.33,1365.67,,,,163.4,,,5.5
2018-01-18,1587.5,1410.83,,,,27.4,0.0,,3.5
2018-01-19,699.17,609.17,,,,59.7,91.1,21.0,3.7
2018-01-20,2495.33,2678.17,,,,23.3,84.6,26.0,2.7
2018-01-21,3610.5,1098.67,,,,25.1,86.9,25.0,2.9
2018-01-22,1678.67,1767.83,,,,16.2,89.9,25.0,1.9
2018-01-23,1454.67,1797.0,,,,18.9,89.6,26.0,1.7
2018-01-24,1450.83,1102.17,,,,24.9,90.2,27.0,1.8
2018-01-25,1843.67,1603.0,,,,27.4,85.7,26.0,2.0
2018-01-26,1161.17,1511.17,,,,23.5,81.8,28.0,2.1
2018-01-27,759.17,703.67,,,,23.8,88.2,28.0,2.9
2018-01-28,683.83,546.0,,,,17.7,90.4,27.0,3.0
2018-01-29,1798.0,1623.83,,,,22.2,80.9,27.0,3.1
2018-01-30,852.33,771.0,,,,22.8,83.8,25.0,3.4
2018-01-31,1874.67,1294.33,,,,26.0,72.3,25.0,4.4
2018-02-01,1461.83,1167.17,,,,34.2,90.9,23.0,4.0
2018-02-02,1448.0,959.5,,,,32.3,81.4,23.0,3.1
2018-02-03,608.5,591.67,,,,24.7,88.3,23.0,5.0
2018-02-04,2679.17,2517.67,,,,29.1,90.6,22.0,2.6
2018-02-05,1057.5,501.5,,,,53.6,91.7,24.0,2.0
2018-02-06,1663.67,1239.33,,,,25.5,88.8,23.0,3.1
2018-02-07,1186.33,923.33,,,,30.7,79.5,24.0,4.0
2018-02-08,341.0,295.0,,,,18.7,73.6,22.0,3.9
2018-02-09,2550.67,1964.17,,,,11.8,90.3,20.0,3.5
2018-02-10,2133.5,1728.17,,,,18.7,92.1,22.0,3.4
2018-02-11,912.4,743.33,,,,14.5,92.4,24.0,3.5
2018-02-12,3953.67,3348.33,,,,19.2,92.5,26.0,2.9
2018-02-13,3071.33,2816.83,,,,23.7,92.7,24.0,2.2
2018-02-14,3303.5,2683.17,,,,20.4,91.6,25.0,3.1
2018-02-15,1767.5,1356.67,,,,22.4,88.6,27.0,2.6
2018-02-16,3068.5,2488.17,,,,25.2,87.4,28.0,2.4
2018-02-17,2181.5,1707.17,,,,31.1,88.6,27.0,2.3
2018-02-18,1149.67,933.33,,,,25.1,89.8,26.0,2.2
2018-02-19,2747.5,2434.0,,,,35.2,90.2,27.0,1.9
2018-02-20,4152.0,3544.67,,,,49.2,91.3,27.0,5.7
2018-02-21,1995.0,1449.75,,,,30.8,87.9,23.0,4.1
2018-02-22,2652.0,2167.83,,,,23.9,87.5,22.0,4.6
2018-02-23,4496.33,3468.5,,,,21.9,89.0,23.0,2.0
2018-02-24,2925.5,2280.67,,,,18.7,86.4,23.0,1.2
2018-02-25,1002.67,812.33,,,,20.0,87.6,25.0,2.4
2018-02-26,3122.83,2409.67,,,,17.2,86.6,24.0,3.7
2018-02-27,2804.83,2383.0,,,,21.5,84.7,24.0,3.6
2018-02-28,1143.5,931.0,,,,23.1,78.4,22.0,4.1
2018-03-01,1013.83,833.5,,,,18.6,83.5,23.0,3.9
2018-03-02,1484.33,1288.33,,,,26.6,87.2,24.0,3.4
2018-03-03,1097.83,872.0,,,,33.8,74.3,24.0,4.1
2018-03-04,988.17,958.67,,,,30.4,82.3,25.0,2.7
2018-03-05,4927.5,3820.17,,,,27.9,88.5,27.0,1.7
2018-03-06,4073.83,3390.0,,,,27.1,86.5,26.0,1.8
2018-03-07,1945.67,1543.17,,,,11.0,87.8,24.0,4.0
2018-03-08,3567.5,3103.0,,,,16.3,89.7,22.0,3.5
2018-03-09,4580.17,3613.5,,,,26.3,87.8,25.0,2.2
2018-03-10,1307.33,1024.17,,,,16.5,73.5,23.0,2.3
2018-03-11,1016.17,815.17,,,,18.8,78.1,22.0,3.8
2018-03-12,2235.83,1740.0,,,,21.7,87.9,18.0,2.6
2018-03-13,557.5,511.5,,,,24.7,78.5,22.0,4.8
2018-03-14,1092.83,788.67,,,,23.8,85.8,22.0,2.3
2018-03-15,5213.67,4451.83,,,,22.0,86.0,21.0,2.3
2018-03-16,5015.6,3998.6,,,,24.2,87.1,23.0,2.6
2018-03-17,3000.0,2462.33,,,,22.5,89.3,22.0,3.0
2018-03-18,658.83,472.0,,,,17.8,70.5,22.0,3.3
2018-03-19,1847.0,1588.67,,,,27.0,82.2,23.0,2.8
2018-03-20,2123.67,1731.33,,,,24.0,89.5,23.0,3.1
2018-03-21,3898.5,3080.17,,,,25.8,89.4,23.0,2.7
2018-03-22,6235.25,4957.0,,,,22.3,90.7,23.0,2.1
2018-03-23,4079.83,3514.0,,,,19.8,89.0,21.0,3.1
2018-03-24,1121.0,852.83,,,,20.4,90.4,22.0,3.4
2018-03-25,1489.6,1010.4,,,,15.2,90.9,22.0,1.2
2018-03-26,2941.67,2303.83,,,,19.1,90.2,24.0,3.1
2018-03-27,9570.8,7343.4,,,,18.7,91.4,23.0,2.0
2018-03-28,6209.0,5098.0,,,,20.8,86.2,23.0,2.4
2018-03-29,2599.33,1818.67,,,,24.8,87.7,24.0,3.2
2018-03-30,1687.5,1236.83,,,,15.9,89.4,24.0,2.7
2018-03-31,3284.5,2599.0,,,,14.4,87.6,22.0,3.6
2018-04-01,1233.67,571.33,,,,26.9,84.3,22.0,1.5
2018-04-02,2151.17,1755.0,,,,17.8,78.9,21.0,1.2
2018-04-03,1777.5,1455.67,,,,22.0,82.9,23.0,2.9
2018-04-04,3387.5,2461.0,,,,19.4,88.8,24.0,3.5
2018-04-05,2224.0,1842.0,,,,28.5,85.0,22.0,1.8
2018-04-06,6504.4,5596.8,,,,31.4,89.2,22.0,1.4
2018-04-07,2315.0,1017.67,,,,20.9,85.3,22.0,3.8
2018-04-08,1385.67,1031.83,,,,20.4,88.9,21.0,4.1
2018-04-09,4502.83,3926.67,,,,19.9,85.2,21.0,3.4
2018-04-10,337.83,266.17,,,,36.3,83.6,21.0,10.4
2018-04-11,1261.67,1059.17,,,,63.7,82.7,12.0,3.4
2018-04-12,761.17,599.67,,,,39.4,60.1,12.0,1.6
2018-04-13,2145.8,1640.4,,,,57.1,,,
2018-04-14,1730.33,949.17,,,,37.5,,,
2018-04-15,2607.2,2116.5,,,,36.7,,,
2018-04-16,673.67,476.17,,,,42.6,,,
2018-04-17,1301.0,1170.0,,,,46.4,84.1,22.0,4.5
2018-04-18,584.33,513.33,,,,25.6,83.9,18.0,5.0
2018-04-19,4885.75,3889.5,,,,28.2,79.1,19.0,3.1
2018-04-20,3177.17,1812.67,,,,16.2,84.6,19.0,4.2
2018-04-21,663.67,581.5,,,,15.4,86.5,20.0,4.5
2018-04-22,1706.33,1186.0,,,,25.2,83.8,19.0,2.6
2018-04-23,3337.83,2579.0,,,,26.0,75.9,18.0,1.5
2018-04-24,3654.75,1565.67,,,,16.9,86.8,18.0,2.4
2018-04-25,5323.67,2497.5,,,,20.0,87.2,20.0,1.4
2018-04-26,7401.5,5792.5,,,,24.5,87.8,19.0,1.2
2018-04-27,7373.33,5737.0,,,,31.3,88.7,19.0,3.5
2018-04-28,729.17,1063.67,,,,23.7,90.9,19.0,5.3
2018-04-29,973.0,724.67,,,,24.1,90.5,21.0,3.5
2018-04-30,4593.0,3922.67,,,,16.9,90.1,19.0,3.1
2018-05-01,2067.67,1704.17,,,,20.3,87.8,21.0,2.7
2018-05-02,6676.17,5294.67,,,,17.6,83.5,20.0,2.4
2018-05-03,5511.2,3745.33,,,,26.9,85.9,17.0,2.2
2018-05-04,8905.33,5066.17,,,,32.9,89.6,19.0,1.7
2018-05-05,10106.67,5188.0,,,,33.1,88.8,19.0,1.7
2018-05-06,9144.8,4652.2,,,,34.0,89.6,19.0,2.7
2018-05-07,1085.67,614.83,,,,30.1,83.1,18.0,2.5
2018-05-08,2872.0,2397.5,,,,37.1,79.3,19.0,2.5
2018-05-09,4800.83,3233.0,,,,31.2,88.3,20.0,2.1
2018-05-10,2685.5,2175.5,,,,23.7,91.0,19.0,2.2
2018-05-11,6894.4,5324.2,,,,31.5,88.2,20.0,2.1
2018-05-12,3270.17,2676.17,,,,14.6,90.7,18.0,1.4
2018-05-13,1545.67,1098.83,,,,17.9,90.9,22.0,2.2
2018-05-14,5887.0,4317.6,,,,28.8,90.9,22.0,2.2
2018-05-15,6647.17,4840.67,,,,24.7,91.0,21.0,2.6
2018-05-16,4731.5,3506.33,,,,62.5,91.1,20.0,4.3
2018-05-17,5161.17,2859.33,,,,15.2,89.5,17.0,2.9
2018-05-18,8653.33,4530.6,,,,31.4,85.9,18.0,3.4
2018-05-19,3981.67,2334.67,,,,26.5,89.0,18.0,3.1
2018-05-20,2078.5,1288.17,,,,14.7,90.7,18.0,3.2
2018-05-21,6962.2,4469.8,,,,22.1,90.6,19.0,4.7
2018-05-22,1047.5,696.83,,,,24.9,91.0,18.0,2.8
2018-05-23,1145.5,777.5,,,,18.0,87.2,15.0,4.4
2018-05-24,485.17,301.5,,,,22.2,82.7,16.0,4.8
2018-05-25,4064.33,2223.83,,,,28.2,87.2,16.0,4.4
2018-05-26,950.83,603.83,,,,20.5,90.0,15.0,2.7
2018-05-27,596.83,347.17,,,,16.4,81.5,16.0,3.9
2018-05-28,10414.17,4862.17,,,,34.8,87.8,12.0,1.7
2018-05-29,15700.5,8098.2,,,,85.1,87.3,14.0,1.2
2018-05-30,19915.5,8768.4,,,,51.7,89.6,13.0,1.3
2018-05-31,15516.2,6891.0,,,,37.8,90.3,15.0,1.6
2018-06-01,10291.6,6728.75,,,,37.3,90.4,15.0,2.1
2018-06-02,1103.33,646.17,,,,22.8,79.1,16.0,3.8
2018-06-03,4146.2,1967.0,,,,17.1,90.2,16.0,3.2
2018-06-04,2065.0,1078.83,,,,19.4,90.2,16.0,3.7
2018-06-05,850.5,357.5,,,,34.2,90.9,16.0,2.9
2018-06-06,7191.83,3511.17,,,,40.1,88.8,14.0,2.1
2018-06-07,1724.0,1108.33,,,,15.9,85.6,13.0,2.3
2018-06-08,14387.83,7882.17,,,,32.1,87.8,16.0,2.1
2018-06-09,10132.75,5404.5,,,,29.0,90.3,16.0,1.7
2018-06-10,10560.5,4874.75,,,,34.0,90.7,14.0,1.4
2018-06-11,2458.83,1803.0,,,,22.7,87.6,12.0,1.7
2018-06-12,698.0,416.33,,,,25.4,85.8,15.0,4.3
2018-06-13,4233.2,2602.6,,,,32.3,87.0,16.0,3.6
2018-06-14,9898.6,5349.2,,,,36.9,88.7,16.0,3.3
2018-06-15,14627.5,6188.33,,,,56.2,90.0,17.0,2.6
2018-06-16,2841.67,1792.5,,,,20.4,91.1,18.0,3.4
2018-06-17,10050.2,4333.5,,,,42.1,88.4,17.0,2.6
2018-06-18,7684.17,4962.5,,,,28.3,89.8,18.0,5.3
2018-06-19,7541.17,5884.5,,,,26.6,89.7,17.0,1.8
2018-06-20,4729.67,2964.5,,,,20.0,89.6,12.0,3.3
2018-06-21,3277.33,1729.83,,,,12.4,82.8,13.0,4.6
2018-06-22,14753.4,7431.2,,,,38.9,87.0,14.0,1.2
2018-06-23,11665.6,4863.5,,,,33.5,89.2,15.0,2.6
2018-06-24,5897.83,2533.17,,,,29.2,91.1,15.0,4.1
2018-06-25,3392.5,2688.0,,,,15.8,90.2,13.0,4.2
2018-06-26,4632.17,2080.67,,,,29.5,85.3,12.0,4.9
2018-06-27,17620.17,8077.67,,,,51.5,90.5,14.0,1.1
2018-06-28,14411.17,6684.5,,,,47.0,90.5,14.0,2.4
2018-06-29,20556.4,8003.0,,,,50.0,91.0,13.0,1.8
2018-06-30,14383.83,6081.17,,,,36.8,91.0,14.0,1.4
2018-07-01,7171.33,3161.83,,,,27.2,88.4,13.0,2.3
2018-07-02,3738.83,2359.5,,,,25.5,86.4,16.0,3.9
2018-07-03,11340.0,4599.17,,,,40.0,90.0,14.0,1.9
2018-07-04,15584.0,7945.6,,,,33.4,90.3,14.0,1.8
2018-07-05,8062.17,5677.33,,,,29.7,80.6,13.0,2.0
2018-07-06,13378.0,6994.2,,,,41.6,89.1,14.0,1.4
2018-07-07,12198.67,5100.67,,,,38.5,89.1,15.0,3.3
2018-07-08,8999.8,3773.2,,,,26.7,89.8,17.0,4.4
2018-07-09,560.17,492.33,,,,25.5,86.9,16.0,5.6
2018-07-10,1781.5,1494.67,,,,30.2,81.0,14.0,5.1
2018-07-11,13788.4,6612.2,,,,37.0,88.1,15.0,3.3
2018-07-12,14145.33,6679.33,,,,35.8,90.1,16.0,1.6
2018-07-13,11924.5,5936.83,,,,33.6,90.6,14.0,1.6
2018-07-14,4160.17,1931.17,,,,19.0,90.2,15.0,3.8
2018-07-15,12332.33,5023.83,,,,34.2,90.9,14.0,3.9
2018-07-16,5109.83,3187.67,,,,22.9,91.1,16.0,3.4
2018-07-17,11308.67,6691.4,,,,41.1,90.7,16.0,2.9
2018-07-18,13906.0,6040.4,,,,32.1,90.8,16.0,2.3
2018-07-19,0.0,0.0,,,,24.1,90.7,16.0,3.2
2018-07-20,0.0,0.0,,,,51.8,90.8,15.0,3.1
2018-07-21,9832.4,5241.0,,,,34.4,90.1,16.0,1.6
2018-07-22,4382.67,2564.83,,,,34.9,88.9,15.0,3.4
2018-07-23,9428.8,7960.8,,,,30.9,90.1,15.0,1.9
2018-07-24,13242.33,8408.33,,,,45.6,90.4,14.0,1.0
2018-07-25,9122.0,7608.5,,,,39.6,90.8,14.0,4.3
2018-07-26,6091.67,4537.67,,,,32.2,,,
2018-07-27,7588.8,5901.2,,,,30.0,,,
2018-07-28,10980.8,5662.2,,,,50.8,,,
2018-07-29,8638.0,4179.0,,,,34.6,,,
2018-07-30,6781.2,3884.2,,,,22.9,85.1,8.0,0.4
2018-07-31,7321.5,4887.83,,,,28.2,88.2,15.0,2.4
2018-08-01,7313.0,6554.17,,,,27.9,89.8,16.0,2.4
2018-08-02,6609.4,5398.8,,,,22.9,90.2,16.0,1.9
2018-08-03,9955.6,5738.8,,,,35.4,90.0,15.0,1.2
2018-08-04,9029.5,5664.5,,,,31.1,91.1,16.0,1.4
2018-08-05,3525.0,1971.5,,,,25.6,88.3,14.0,2.3
2018-08-06,8629.2,6036.2,,,,27.4,90.3,15.0,2.0
2018-08-07,6780.5,4825.83,,,,24.4,90.6,17.0,1.6
2018-08-08,5449.0,5091.67,,,,27.6,90.4,15.0,2.4
2018-08-09,7126.6,4164.2,,,,29.8,90.0,16.0,3.4
2018-08-10,12041.0,5792.6,,,,38.4,89.4,16.0,1.2
2018-08-11,6964.5,5109.2,,,,27.5,91.0,16.0,2.1
2018-08-12,5553.2,3492.4,,,,22.5,90.4,16.0,1.8
2018-08-13,5840.83,5029.67,,,,23.0,89.7,15.0,3.2
2018-08-14,275.0,256.17,,,,32.6,89.6,12.0,3.4
2018-08-15,384.17,295.0,,,,64.5,69.9,15.0,4.4
2018-08-16,932.17,1050.17,,,,24.2,81.4,16.0,4.0
2018-08-17,3289.8,2178.4,,,,26.9,86.0,15.0,3.5
2018-08-18,5201.4,2734.2,,,,37.3,86.1,15.0,3.8
2018-08-19,8541.0,5233.33,,,,37.9,90.1,14.0,2.6
2018-08-20,34959.0,34179.75,,,,33.8,90.2,17.0,3.2
2018-08-21,8880.5,9170.67,,,,60.7,89.0,14.0,4.6
2018-08-22,34456.0,37333.0,,,,57.9,88.3,15.0,5.5
2018-08-23,7863.83,7344.5,,,,27.0,88.5,14.0,3.8
2018-08-24,2747.0,1739.83,,,,28.4,88.3,15.0,3.0
2018-08-25,495.33,305.0,,,,20.2,78.2,15.0,4.3
2018-08-26,2567.2,3297.0,,,,24.3,79.3,14.0,2.3
2018-08-27,8744.67,8798.0,,,,24.6,86.5,16.0,1.4
2018-08-28,6372.17,6007.5,,,,24.2,89.9,16.0,3.2
2018-08-29,35962.33,37799.33,,,,30.1,90.4,17.0,4.5
2018-08-30,10614.8,10311.2,,,,24.4,91.1,16.0,2.9
2018-08-31,27332.67,27687.0,,,,40.1,90.8,17.0,3.5
2018-09-01,3170.0,2607.5,,,,17.7,90.2,17.0,3.1
2018-09-02,479.8,397.33,,,,32.1,89.9,16.0,6.2
2018-09-03,15067.67,13689.67,,,,71.3,86.5,14.0,3.4
2018-09-04,45475.75,49439.5,,,,35.0,90.4,13.0,2.1
2018-09-05,8491.2,8778.6,,,,23.6,77.2,15.0,1.7
2018-09-06,3546.5,3682.0,,,,16.3,85.2,13.0,2.3
2018-09-07,1119.5,1284.0,,,,27.3,74.4,15.0,2.3
2018-09-08,726.33,651.33,,,,16.0,71.1,17.0,2.7
2018-09-09,431.0,395.0,,,,14.7,69.1,14.0,4.2
2018-09-10,20361.5,28884.75,,,,21.3,84.2,15.0,2.4
2018-09-11,4251.33,2258.17,,,,25.4,84.7,17.0,2.1
2018-09-12,14707.83,14714.17,,,,29.4,89.3,18.0,1.4
2018-09-13,1477.83,752.17,,,,19.4,87.3,15.0,2.4
2018-09-14,3113.17,2245.83,,,,15.8,79.3,17.0,3.2
2018-09-15,4140.5,2979.83,,,,24.6,87.0,18.0,2.5
2018-09-16,2232.67,1227.83,,,,14.9,79.1,17.0,3.1
2018-09-17,3448.67,3191.17,,,,19.3,88.3,20.0,3.5
2018-09-18,3238.67,3464.17,,,,16.3,89.7,17.0,3.1
2018-09-19,1485.6,1370.5,,,,13.1,87.6,18.0,5.5
2018-09-20,1849.83,2003.83,,,,18.4,80.5,20.0,2.4
2018-09-21,2005.17,1940.0,,,,19.7,84.3,17.0,3.0
2018-09-22,4717.33,2510.0,,,,26.1,88.2,17.0,2.5
2018-09-23,1814.67,1430.67,,,,18.8,88.2,16.0,2.9
2018-09-24,913.83,806.0,,,,17.2,86.2,16.0,5.0
2018-09-25,234.83,264.0,,,,23.9,71.8,13.0,6.5
2018-09-26,234.83,214.33,,,,22.8,74.7,15.0,4.7
2018-09-27,1844.0,1224.83,,,,16.4,82.3,15.0,3.2
2018-09-28,3336.33,2370.67,,,,21.1,88.9,16.0,3.4
2018-09-29,3994.33,2350.0,,,,16.9,87.0,16.0,3.3
2018-09-30,2420.33,1567.0,,,,14.8,87.2,18.0,3.3
2018-10-01,3448.17,3555.83,,,,16.6,85.3,18.0,2.9
2018-10-02,1784.5,1688.83,,,,15.3,88.5,18.0,2.5
2018-10-03,1508.67,1576.67,,,,17.9,87.3,18.0,1.8
2018-10-04,2755.5,2759.33,,,,17.6,87.6,17.0,1.9
2018-10-05,3868.83,3931.33,,,,18.5,89.2,19.0,2.2
2018-10-06,1027.67,1016.83,,,,18.2,85.9,19.0,3.2
2018-10-07,1696.83,1871.67,,,,21.3,88.5,19.0,3.6
2018-10-08,1174.0,970.83,,,,18.9,85.1,19.0,2.9
