Date,BC(370),BC(880),NO,NO2,NOx,PM10,RH,Temp,WS
2018-10-09,3832.4,3203.8,,,,16.4,86.0,16.0,2.7
2018-10-10,3229.75,2871.0,,,,14.8,80.8,16.0,3.4
2018-10-11,3460.33,3378.67,,,,23.4,87.1,18.0,3.3
2018-10-12,248.17,247.0,,,,32.3,87.3,16.0,6.2
2018-10-13,823.83,659.67,,,,19.5,81.4,14.0,4.7
2018-10-14,1778.33,1030.17,,,,30.5,83.7,15.0,2.3
2018-10-15,6584.0,6392.0,,,,0.0,88.3,19.0,2.6
2018-10-16,3372.0,3450.0,,,,0.0,87.1,15.0,3.5
2018-10-17,145.33,141.5,,,,0.0,80.6,15.0,3.9
2018-10-18,1602.83,1484.5,,,,0.0,86.0,16.0,2.3
2018-10-19,3920.83,4215.17,,,,0.0,88.7,19.0,2.9
2018-10-20,3850.8,2276.4,,,,0.0,86.9,21.0,3.2
2018-10-21,1750.0,1409.17,,,,0.0,85.3,20.0,3.3
2018-10-22,2179.5,2041.17,,,,0.0,87.7,20.0,2.6
2018-10-23,8925.2,8934.4,,,,0.0,87.0,19.0,2.9
2018-10-24,6780.6,6199.0,,,,0.0,88.0,20.0,2.4
2018-10-25,3705.17,3660.5,,,,0.0,82.4,19.0,4.3
2018-10-26,866.0,793.33,,,,0.0,87.4,18.0,3.3
2018-10-27,1156.83,1162.67,,,,0.0,89.2,21.0,3.2
2018-10-28,788.5,580.33,,,,0.0,89.4,19.0,3.2
2018-10-29,4477.33,5135.0,,,,0.0,86.6,17.0,4.9
2018-10-30,1161.6,1069.2,,,,0.0,83.1,15.0,3.6
2018-10-31,10176.0,11040.5,,,,0.0,87.3,20.0,3.5
2018-11-01,482.5,509.0,,,,0.0,78.8,15.0,5.9
2018-11-02,2037.83,2043.17,,,,0.0,70.2,18.0,4.1
2018-11-03,144.83,170.17,,,,0.0,85.1,19.0,5.7
2018-11-04,190.0,148.0,,,,0.0,88.0,17.0,6.1
2018-11-05,486.5,527.33,,,,0.0,76.9,18.0,4.7
2018-11-06,5209.83,5015.17,,,,0.0,83.1,21.0,2.8
2018-11-07,5432.0,5029.8,,,,0.0,87.8,22.0,3.3
2018-11-08,3048.67,3151.83,,,,0.0,89.3,21.0,3.7
2018-11-09,9989.0,9390.5,,,,0.0,88.7,23.0,3.4
2018-11-10,3749.5,1778.0,,,,0.0,86.6,18.0,2.7
2018-11-11,1518.33,1173.33,,,,0.0,88.8,19.0,2.5
2018-11-12,776.0,801.0,,,,0.0,89.7,19.0,2.4
2018-11-13,2328.25,2226.5,,,,0.0,87.5,21.0,3.1
2018-11-14,2152.5,1924.5,,,,0.0,86.0,21.0,3.3
2018-11-15,2171.75,2041.0,,,,0.0,79.5,20.0,3.2
2018-11-16,1714.0,1803.0,38.0,27.7,55.6,0.0,,,
2018-11-17,1441.67,1284.67,17.5,15.6,29.9,0.0,,,
2018-11-18,935.33,873.67,14.1,10.3,24.4,0.0,,,
2018-11-19,481.5,519.5,6.4,14.1,16.5,0.0,,,
2018-11-20,1262.5,1458.33,32.9,29.9,62.8,0.0,,,
2018-11-21,1907.33,2357.0,49.7,40.2,66.5,0.0,0.0,0.0,0.0
2018-11-22,2105.33,2202.83,53.2,30.6,83.8,0.0,82.0,19.0,2.7
2018-11-23,1835.67,1816.2,67.2,32.1,88.5,0.0,87.0,21.0,2.8
2018-11-24,917.6,965.0,10.1,14.6,24.3,0.0,90.0,18.0,3.1
2018-11-25,497.0,489.17,3.7,10.0,13.4,0.0,90.8,22.0,3.5
2018-11-26,1628.17,1688.17,33.4,23.8,57.3,49.1,89.5,22.0,3.6
2018-11-27,0.0,0.0,37.3,36.1,63.7,20.2,89.6,22.0,2.4
2018-11-28,212.0,193.33,35.7,22.9,58.6,27.2,84.7,23.0,4.2
2018-11-29,2881.33,3012.0,51.6,24.7,76.3,28.6,87.6,22.0,2.8
2018-11-30,720.33,760.0,11.4,11.3,22.7,23.7,81.5,20.0,4.8
2018-12-01,400.67,402.0,5.6,6.9,12.4,31.4,87.7,19.0,5.1
2018-12-02,367.0,393.83,5.8,6.5,11.9,30.4,87.9,22.0,3.8
2018-12-03,1120.67,1350.67,16.0,25.2,41.3,21.6,88.8,20.0,4.3
2018-12-04,2843.67,3009.17,39.2,30.6,69.8,26.6,90.4,21.0,5.3
2018-12-05,252.5,284.83,2.4,12.6,14.9,31.1,83.4,20.0,5.1
2018-12-06,1375.17,1583.67,23.3,31.4,54.7,24.1,82.5,17.0,5.0
2018-12-07,1041.67,1003.5,20.8,19.2,38.4,25.2,87.3,19.0,2.6
2018-12-08,520.67,480.83,7.3,11.6,18.5,25.4,83.1,21.0,3.2
2018-12-09,266.0,248.5,5.3,5.2,10.2,34.1,74.9,22.0,2.4
2018-12-10,235.67,227.33,2.2,4.6,6.0,29.1,80.0,21.0,3.1
2018-12-11,1989.5,2293.17,41.4,26.2,66.9,29.6,86.2,23.0,2.8
2018-12-12,1327.17,1308.83,22.2,22.9,41.5,17.4,85.0,22.0,2.0
2018-12-13,1202.5,1097.5,14.9,11.1,26.0,21.7,82.5,23.0,2.0
2018-12-14,2164.17,2401.67,39.4,21.4,54.7,22.7,87.2,23.0,3.1
2018-12-15,673.83,720.5,10.0,13.7,19.3,15.8,88.9,22.0,2.8
2018-12-16,631.33,558.0,10.6,14.3,18.0,188.6,88.4,25.0,2.5
2018-12-17,1030.8,967.83,14.8,20.5,32.4,14.8,86.5,25.0,2.4
2018-12-18,1016.33,1060.0,21.6,16.3,36.0,18.8,83.9,25.0,2.9
2018-12-19,411.83,447.5,3.4,12.4,15.8,15.9,88.0,22.0,4.0
2018-12-20,489.83,543.5,4.1,11.7,14.0,26.0,90.0,21.0,4.3
2018-12-21,215.17,235.67,9.6,11.4,19.6,20.6,87.0,21.0,4.8
2018-12-22,486.17,446.67,10.9,11.1,19.3,14.1,86.0,22.0,2.5
2018-12-23,677.0,749.67,15.5,13.1,28.6,12.4,90.6,20.0,2.6
2018-12-24,2095.83,1983.67,22.9,34.7,57.6,8.3,91.7,20.0,3.8
2018-12-25,505.0,382.33,5.3,7.5,12.1,15.1,90.6,20.0,4.4
2018-12-26,156.83,156.17,1.9,2.4,4.3,34.3,86.6,21.0,4.2
2018-12-27,236.67,279.0,5.2,6.1,10.9,32.7,74.1,21.0,2.2
2018-12-28,669.0,469.33,23.8,17.1,40.9,24.8,81.4,23.0,2.1
2018-12-29,833.67,804.67,12.5,10.0,22.5,24.3,86.1,24.0,2.1
2018-12-30,414.83,416.0,3.6,5.6,7.1,16.6,87.4,24.0,2.9
2018-12-31,222.33,267.17,2.8,9.7,12.6,21.4,83.6,22.0,2.9
2019-01-01,843.17,914.5,3.0,4.2,7.2,23.1,77.7,22.0,1.7
2019-01-02,768.83,610.17,1.3,5.4,5.7,14.5,85.0,23.0,3.3
2019-01-03,402.33,445.17,2.2,8.2,10.5,21.7,83.5,23.0,3.7
2019-01-04,108.83,115.67,1.7,3.5,4.7,31.9,78.7,23.0,3.8
2019-01-05,593.75,354.83,3.6,9.4,10.5,35.6,84.8,24.0,3.4
2019-01-06,495.0,316.5,17.6,8.0,25.7,20.1,86.3,24.0,3.3
2019-01-07,464.67,505.33,8.9,11.2,20.1,26.6,77.9,25.0,3.0
2019-01-08,788.67,944.83,10.2,13.3,23.5,17.4,78.5,25.0,2.1
2019-01-09,1285.67,1291.83,24.0,16.4,37.4,22.5,82.0,25.0,3.0
2019-01-10,1427.67,1310.17,17.9,10.7,26.2,23.8,85.4,27.0,3.4
2019-01-11,1430.33,1433.5,47.0,13.5,60.5,23.6,88.2,26.0,3.5
2019-01-12,729.67,744.33,9.9,9.6,17.6,22.6,77.9,26.0,2.9
2019-01-13,389.5,434.33,5.5,10.2,15.7,30.3,80.5,25.0,3.1
2019-01-14,316.83,315.33,1.9,7.9,8.2,24.8,86.4,21.0,4.0
2019-01-15,1054.5,1104.17,18.1,16.2,33.1,18.0,89.4,20.0,1.5
2019-01-16,823.5,919.5,34.5,16.7,51.2,28.5,87.3,24.0,3.0
2019-01-17,487.0,460.83,8.2,6.9,15.1,25.0,76.7,23.0,3.3
2019-01-18,335.33,452.0,1.9,5.7,7.6,20.8,82.7,23.0,2.9
2019-01-19,344.17,417.67,3.1,7.9,10.4,20.7,84.8,25.0,4.4
2019-01-20,86.33,107.67,1.2,3.0,3.0,30.8,84.7,23.0,4.6
2019-01-21,81.33,96.33,0.4,3.0,3.1,28.8,71.8,23.0,4.2
2019-01-22,526.83,468.17,5.0,3.8,8.8,30.8,71.7,23.0,2.7
2019-01-23,339.17,319.83,2.9,6.1,8.3,22.6,78.6,24.0,3.8
2019-01-24,683.5,765.67,9.3,10.3,18.0,32.7,87.7,22.0,3.4
2019-01-25,2228.0,2497.67,78.1,32.1,98.7,29.3,86.1,23.0,1.9
2019-01-26,942.17,815.0,10.0,10.4,19.7,18.4,80.6,22.0,2.9
2019-01-27,734.33,526.5,15.9,8.7,21.8,15.2,83.8,23.0,4.0
2019-01-28,214.83,167.5,1.6,1.0,2.0,16.5,88.3,25.0,2.6
2019-01-29,854.17,1045.83,14.1,16.9,28.1,27.9,82.1,29.0,3.0
2019-01-30,1180.33,1233.17,13.5,20.4,32.3,29.2,80.5,27.0,2.8
2019-01-31,2132.5,1984.5,36.6,17.6,50.8,31.6,84.8,26.0,2.7
2019-02-01,2355.5,2438.67,27.7,22.3,43.5,28.5,82.3,25.0,2.6
2019-02-02,1554.17,1317.5,22.4,14.6,33.8,34.0,86.4,26.0,2.3
2019-02-03,381.67,343.17,6.3,8.0,11.5,28.1,74.0,24.0,3.3
2019-02-04,1402.83,1516.5,29.2,21.9,51.1,30.1,83.7,26.0,2.6
2019-02-05,1967.5,2107.33,45.4,20.2,57.0,28.0,86.2,27.0,1.9
2019-02-06,913.33,901.0,20.7,11.5,28.0,19.6,86.6,27.0,2.3
2019-02-07,730.17,693.83,13.3,17.9,27.9,17.7,73.3,21.0,3.2
2019-02-08,807.17,863.5,15.1,19.2,32.3,20.3,69.1,22.0,3.2
2019-02-09,921.83,885.67,10.0,15.4,25.5,24.0,75.4,24.0,3.2
2019-02-10,577.8,566.6,7.7,10.7,16.5,19.7,84.6,26.0,2.3
2019-02-11,3583.67,3717.5,66.8,27.5,91.3,20.1,82.6,27.0,3.5
2019-02-12,551.0,508.17,4.0,8.5,10.4,20.6,87.9,26.0,3.7
2019-02-13,2642.83,2906.33,60.9,21.6,82.5,19.6,86.4,26.0,1.7
2019-02-14,2930.33,3079.33,71.1,18.8,86.6,30.9,86.7,27.0,2.4
2019-02-15,2529.33,2818.67,53.2,18.3,66.4,24.1,85.9,26.0,2.1
2019-02-16,557.83,524.17,4.6,13.5,14.3,25.1,76.0,23.0,3.0
2019-02-17,1059.0,1074.33,14.8,11.3,24.7,28.2,84.7,25.0,3.2
2019-02-18,1291.5,1290.33,22.9,19.3,38.0,20.7,87.6,24.0,2.6
2019-02-19,1478.5,1547.17,32.4,21.7,53.8,21.2,80.5,25.0,2.0
2019-02-20,2936.0,3039.4,59.1,25.6,84.7,20.8,85.3,25.0,2.2
2019-02-21,972.0,1015.67,14.4,16.4,29.0,23.9,83.5,26.0,3.5
2019-02-22,1384.0,1483.67,17.7,27.1,41.3,23.7,88.9,23.0,2.4
2019-02-23,903.67,747.0,9.5,11.5,18.2,20.0,90.7,21.0,1.4
2019-02-24,444.0,362.25,5.7,11.7,13.9,21.7,81.4,22.0,3.9
2019-02-25,972.5,936.0,18.6,17.0,35.5,29.6,63.5,22.0,3.9
2019-02-26,1243.83,1368.5,31.8,34.0,65.8,14.3,69.4,23.0,2.2
2019-02-27,3595.83,3916.0,70.6,25.7,96.4,20.8,84.3,23.0,2.2
2019-02-28,900.83,766.17,6.4,24.0,25.2,28.8,81.8,21.0,2.1
2019-03-01,12375.0,3923.17,25.3,34.8,57.2,23.4,74.1,22.0,1.8
2019-03-02,2012.0,1761.83,16.9,19.5,36.4,19.4,82.5,23.0,2.4
2019-03-03,2600.5,1695.33,24.2,17.8,42.0,18.4,79.9,25.0,4.0
2019-03-04,3183.67,3308.5,90.4,25.7,110.0,23.9,85.4,25.0,1.6
2019-03-05,1180.67,1259.67,13.7,14.3,26.7,17.9,82.2,22.0,1.6
2019-03-06,4176.67,4151.67,97.9,27.4,125.4,24.3,86.9,25.0,2.2
2019-03-07,3185.5,3081.5,80.6,30.7,100.8,28.5,88.9,24.0,3.0
2019-03-08,4155.83,4021.5,84.3,27.5,102.3,15.8,90.6,22.0,3.5
2019-03-09,1198.17,1238.17,19.8,20.1,36.6,26.1,90.3,20.0,2.5
2019-03-10,453.17,374.33,4.9,13.3,16.5,19.2,83.8,24.0,2.1
2019-03-11,4489.33,4795.83,98.4,26.7,120.6,17.8,88.6,24.0,3.0
2019-03-12,1851.5,1954.67,43.3,23.8,56.1,19.7,85.7,24.0,2.1
2019-03-13,1819.83,1848.67,36.7,27.0,63.7,18.8,85.8,25.0,3.4
2019-03-14,2857.4,2952.0,84.4,31.0,98.5,19.1,88.9,26.0,2.0
2019-03-15,2823.5,2914.5,60.6,25.5,78.0,16.7,88.8,25.0,2.6
2019-03-16,1859.0,1836.83,25.0,23.8,43.8,19.6,86.8,25.0,2.0
2019-03-17,1498.0,1298.83,18.1,12.2,28.6,23.8,86.5,25.0,2.9
2019-03-18,2439.83,2569.17,31.3,29.9,61.2,22.7,88.2,24.0,2.5
2019-03-19,1889.83,2008.0,40.8,23.8,52.4,18.6,89.3,20.0,1.5
2019-03-20,3467.8,3363.6,41.4,29.0,61.2,21.0,88.9,23.0,1.5
2019-03-21,3241.67,3308.33,64.1,27.2,76.0,26.8,88.6,25.0,2.3
2019-03-22,3303.67,3394.5,74.9,23.7,94.9,21.6,87.7,24.0,1.9
2019-03-23,3290.0,2891.17,58.8,18.3,72.0,24.4,88.9,24.0,1.2
2019-03-24,1240.33,1240.0,19.7,15.4,30.1,14.8,87.7,23.0,2.3
2019-03-25,3714.83,3749.17,72.7,28.2,95.6,19.0,86.0,24.0,2.9
2019-03-26,4167.8,4227.6,77.7,31.8,103.2,24.2,87.5,24.0,3.3
2019-03-27,5781.5,5531.0,114.5,26.6,138.0,25.0,85.7,24.0,2.7
2019-03-28,1585.2,1436.0,15.2,23.2,34.5,19.1,89.7,21.0,1.9
2019-03-29,1425.67,1438.83,19.1,29.4,47.3,14.1,87.8,24.0,3.2
2019-03-30,800.17,822.33,11.4,18.6,30.0,21.2,77.7,23.0,3.1
2019-03-31,602.17,359.83,6.2,10.2,12.5,32.2,82.9,24.0,4.0
2019-04-01,1337.6,1480.0,17.5,22.4,39.9,28.8,89.3,23.0,3.0
2019-04-02,593.17,561.17,5.9,15.3,17.3,20.6,88.1,21.0,1.9
2019-04-03,1815.33,1784.17,31.2,34.4,64.2,15.8,85.2,18.0,2.1
2019-04-04,2620.83,2592.33,59.9,32.7,91.2,21.3,84.9,21.0,1.4
2019-04-05,2630.0,2777.17,110.5,31.6,142.1,14.8,82.8,21.0,2.1
2019-04-06,1684.33,1455.33,27.9,28.2,54.3,11.9,89.9,17.0,1.9
2019-04-07,1017.17,758.67,1.6,7.9,9.5,7.1,87.4,18.0,1.5
2019-04-08,0.0,0.0,,,,0.0,0.0,0.0,1.2
2019-04-09,2862.67,2395.83,29.9,29.4,58.1,13.9,84.3,19.0,2.2
2019-04-10,2363.33,2523.0,117.6,32.1,143.3,18.7,88.2,22.0,2.7
2019-04-11,2173.25,2178.5,111.7,27.7,133.3,27.2,86.8,20.0,4.0
2019-04-12,1538.33,1221.83,7.8,22.7,30.5,25.3,81.3,19.0,3.9
2019-04-13,2452.4,2063.2,28.3,29.7,58.0,20.8,84.9,17.0,2.1
2019-04-14,2267.33,2078.67,27.7,22.3,44.7,21.1,85.6,19.0,2.0
2019-04-15,4376.67,4686.17,81.7,32.5,99.7,20.0,89.4,20.0,1.4
2019-04-16,5499.5,4908.67,79.2,44.9,111.1,23.7,87.8,20.0,1.6
2019-04-17,3827.67,3774.33,90.4,29.1,119.5,14.7,87.2,20.0,1.6
2019-04-18,4561.8,3428.17,71.0,52.2,108.3,21.1,86.6,20.0,2.3
2019-04-19,3513.8,2738.0,19.8,28.5,40.6,24.4,88.3,20.0,1.4
2019-04-20,3529.6,2855.33,35.4,21.5,52.5,28.3,87.4,21.0,1.5
2019-04-21,2497.67,1990.5,,,,17.4,88.0,21.0,2.7
2019-04-22,1981.33,1501.0,,,,14.3,90.2,17.0,2.5
2019-04-23,2619.6,2371.6,0.0,0.0,0.0,17.2,90.6,18.0,2.2
2019-04-24,3811.67,3878.33,3.5,6.6,10.2,18.1,89.5,20.0,1.9
2019-04-25,946.83,918.83,12.2,21.1,33.3,17.4,85.4,21.0,2.3
2019-04-26,1184.6,909.6,10.9,24.0,34.9,16.8,86.5,20.0,2.8
2019-04-27,1721.4,977.67,4.4,15.0,16.4,17.8,90.5,21.0,2.9
2019-04-28,2594.33,1720.17,8.8,26.7,31.0,19.9,89.4,19.0,2.4
2019-04-29,4424.25,3996.0,55.5,37.9,93.4,30.9,89.9,18.0,3.8
2019-04-30,3274.5,2134.33,14.0,26.7,40.2,23.9,77.9,18.0,2.3
2019-05-01,7307.17,6296.5,123.3,35.1,153.4,40.0,86.5,17.0,1.4
2019-05-02,7188.2,7052.67,151.1,46.5,187.0,34.4,88.4,18.0,1.7
2019-05-03,8834.4,8537.0,174.6,39.6,214.2,26.1,88.6,20.0,2.0
2019-05-04,7658.0,5395.2,34.0,36.3,58.0,32.4,90.0,20.0,2.0
2019-05-05,5712.83,5373.17,48.0,37.1,64.5,19.0,89.6,20.0,2.0
2019-05-06,9220.67,6104.17,96.4,49.9,120.0,28.7,89.6,18.0,1.8
2019-05-07,5093.6,5029.6,67.6,44.9,104.0,23.1,90.0,19.0,2.6
2019-05-08,6604.2,6779.4,106.8,48.1,134.6,25.6,88.9,20.0,2.4
2019-05-09,6289.67,6415.33,119.5,35.7,148.5,20.6,90.1,21.0,3.1
2019-05-10,3915.67,2910.67,35.4,36.9,63.0,23.6,89.7,21.0,2.8
2019-05-11,4862.0,3811.75,30.0,43.3,60.4,20.2,90.7,19.0,1.8
2019-05-12,2858.17,2134.33,25.7,14.0,37.8,24.4,90.9,20.0,5.4
2019-05-13,1189.0,1036.25,5.8,22.9,27.2,50.0,81.9,18.0,6.0
2019-05-14,9926.25,9990.25,105.6,40.9,143.4,37.4,84.9,16.0,1.2
2019-05-15,2018.0,1303.6,17.8,17.6,28.3,31.3,85.3,19.0,4.9
2019-05-16,134.67,229.5,0.4,3.8,3.9,23.3,81.1,18.0,3.7
2019-05-17,3848.5,2676.25,17.9,33.9,51.8,28.9,80.2,17.0,2.8
2019-05-18,5682.2,3665.4,13.7,31.3,36.1,22.3,87.2,17.0,2.9
2019-05-19,1262.33,740.67,4.9,16.3,21.2,24.2,86.9,18.0,3.6
2019-05-20,627.17,470.33,1.5,9.2,9.9,22.4,82.3,16.0,1.9
2019-05-21,2266.67,1696.83,10.3,28.7,37.2,22.0,87.7,17.0,1.9
2019-05-22,2503.5,2703.17,32.9,36.0,68.6,20.0,88.1,17.0,1.9
2019-05-23,3651.0,2710.17,68.2,44.1,87.8,19.0,89.9,18.0,0.9
2019-05-24,6855.67,6167.83,122.2,50.7,158.9,27.6,89.9,18.0,1.9
2019-05-25,6568.0,4555.8,80.1,44.8,102.2,29.2,89.7,19.0,1.4
2019-05-26,3762.33,2854.83,34.3,45.9,68.9,32.4,88.8,18.0,2.0
2019-05-27,5701.5,4714.0,57.9,42.3,99.0,24.2,88.5,20.0,2.7
2019-05-28,3060.0,2016.0,28.9,28.1,46.1,27.9,90.2,20.0,5.2
2019-05-29,5828.83,4768.33,52.8,40.7,73.9,33.4,87.4,19.0,4.5
2019-05-30,5504.6,4992.6,168.2,41.8,202.6,24.9,89.4,20.0,3.2
2019-05-31,1323.17,1119.83,6.7,19.8,26.5,19.9,88.6,17.0,4.7
2019-06-01,234.67,186.67,0.3,3.3,3.5,16.4,76.0,14.0,4.6
2019-06-02,7398.83,4427.17,21.3,30.2,51.6,30.0,89.1,14.0,2.1
2019-06-03,7954.67,4646.67,33.4,28.4,49.5,30.0,89.1,15.0,1.3
2019-06-04,5533.33,4639.0,83.6,40.0,111.6,21.4,85.5,16.0,2.6
2019-06-05,7461.67,3805.5,22.7,42.7,64.8,44.5,89.7,16.0,3.4
2019-06-06,1346.17,805.33,2.4,7.8,10.2,20.9,90.2,14.0,3.8
2019-06-07,1223.0,1133.5,11.0,26.3,37.4,25.7,88.0,13.0,2.1
2019-06-08,335.0,294.33,0.4,2.1,2.5,41.8,74.0,16.0,4.7
2019-06-09,8401.6,4499.4,22.7,35.2,46.3,42.0,79.6,17.0,2.1
2019-06-10,7479.0,4397.6,42.4,42.1,61.9,32.9,87.3,16.0,2.3
2019-06-11,7515.5,5243.33,85.5,40.7,118.2,35.1,89.9,17.0,1.8
2019-06-12,7875.0,6769.67,158.9,50.9,192.2,36.1,89.5,16.0,2.2
2019-06-13,8580.4,5545.0,80.9,57.2,114.5,29.8,90.7,14.0,1.5
2019-06-14,8180.0,7194.75,164.6,44.0,198.8,25.4,90.9,17.0,1.9
2019-06-15,489.83,306.83,1.2,4.5,5.3,14.7,87.0,17.0,3.1
2019-06-16,850.83,865.33,1.1,6.2,7.3,18.9,79.7,16.0,3.8
2019-06-17,645.83,533.17,0.8,11.9,12.4,16.1,77.2,15.0,3.6
2019-06-18,12880.8,8639.33,118.2,52.2,170.3,41.4,87.6,15.0,1.5
2019-06-19,12857.5,8669.0,164.9,55.5,197.5,48.5,89.9,14.0,1.7
2019-06-20,5454.5,4844.5,88.3,49.3,134.7,24.3,88.7,15.0,3.9
2019-06-21,6801.0,4489.0,20.4,38.3,58.7,25.0,89.6,16.0,2.1
2019-06-22,10361.8,5815.6,77.4,30.7,105.7,37.8,89.6,14.0,1.0
2019-06-23,7792.8,4382.6,11.9,29.4,41.4,28.1,89.6,16.0,4.4
2019-06-24,6352.17,5537.0,120.7,53.8,171.5,34.9,89.5,16.0,1.5
2019-06-25,10882.8,7613.0,43.6,43.7,79.1,32.5,87.8,15.0,1.4
2019-06-26,16494.4,7946.2,130.6,36.8,156.5,51.6,89.9,15.0,0.9
2019-06-27,13157.75,8174.5,123.7,67.6,149.3,38.4,90.1,15.0,1.3
2019-06-28,12525.2,8559.67,179.7,59.4,224.7,38.9,89.6,15.0,1.6
2019-06-29,10696.67,6862.17,58.5,44.8,96.4,32.8,88.4,15.0,1.8
2019-06-30,6405.17,3735.75,29.9,36.4,61.7,23.1,88.5,15.0,2.1
2019-07-01,6270.5,5621.5,103.4,41.5,144.4,22.0,89.4,17.0,2.3
2019-07-02,1221.83,1270.17,12.8,19.5,31.6,21.8,86.9,16.0,3.3
2019-07-03,1444.17,1437.0,12.9,22.3,33.6,30.4,89.1,18.0,2.8
2019-07-04,2860.83,2749.5,28.3,49.7,78.0,22.1,90.9,16.0,2.0
2019-07-05,6536.0,3256.0,58.5,45.2,95.3,23.3,89.6,12.0,1.8
2019-07-06,15538.8,7986.4,60.7,36.8,96.6,49.2,90.2,14.0,1.6
2019-07-07,6432.33,3344.17,59.4,20.3,78.1,27.0,90.2,14.0,1.8
2019-07-08,3385.83,1981.83,5.6,21.8,27.3,25.9,87.2,14.0,3.2
2019-07-09,16250.33,8435.17,112.0,41.8,143.9,48.2,90.4,14.0,2.5
2019-07-10,5965.6,4384.0,101.3,37.5,138.9,22.4,90.7,16.0,2.7
2019-07-11,7711.67,4698.83,35.4,41.5,61.2,26.4,90.9,16.0,2.9
2019-07-12,8991.5,8008.83,135.2,41.9,177.1,26.7,91.2,15.0,3.3
