Date(NZST),RH(%)_m,Tmax(C)_m,Tmin(C)_m,Dir(DegT)_m,Speed(m/s)_m,Pmsl(hPa),Prec,RH(%)_s,Tmax(C)_s,Tmin(C)_s,Dir(DegT)_s,Speed(m/s)_s,MaxTemp,MinTemp,RelHum,WindSpeed,Pressure
2018-07-30,71,17.3,9.9,251.0,1.2,1016.2,0.0,,,,,,16.1,10.8,,0.4,1014.5744680851063
2018-07-31,82,15.8,2.9,81.0,1.5,1017.3,0.0,,,,,,15.5,10.8,,0.4374999999999999,1015.6833333333336
2018-08-01,98,16.5,6.3,172.0,0.1,1018.7,0.0,,,,,,17.6,12.2,,0.3319444444444448,1017.1076388888887
2018-08-02,99,17.4,5.8,47.0,0.4,1020.5,0.2,,,,,,15.5,8.6,,0.4874125874125873,1017.3692307692309
2018-08-03,98,16.8,9.4,219.0,0.2,1015.8,5.0,,,,,,15.4,11.4,,0.37253521126760575,1013.5654929577464
2018-08-04,99,15.8,3.1,224.0,0.1,1016.1,0.2,,,,,,16.5,8.2,,0.5583333333333338,1013.9965277777777
2018-08-05,92,15.5,7.8,219.0,2.5,1013.0,0.0,,,,,,14.7,11.6,,0.4944444444444441,1010.4375000000003
2018-08-06,99,14.6,5.6,71.0,0.3,1010.7,0.6,,,,,,15.6,10.9,,0.4583333333333332,1009.3520833333333
2018-08-07,98,16.5,6.5,132.0,1.1,1014.3,0.2,,,,,,17.3,11.7,,0.4608391608391607,1012.7965034965034
2018-08-08,94,17.5,9.6,360.0,1.5,1013.5,0.0,,,,,,15.9,12.2,,0.6159722222222221,1010.9305555555555
2018-08-09,96,15.6,6.0,255.0,0.5,1017.3,7.4,,,,,,16.9,11.9,,0.4875,1015.8729166666667
2018-08-10,98,16.8,4.3,118.0,0.3,1022.1,0.2,,,,,,17.8,11.6,,0.547183098591549,1019.8161971830984
2018-08-11,98,17.5,5.3,138.0,0.9,1023.3,0.0,,,,,,16.5,11.1,,0.5111111111111111,1021.4465277777775
2018-08-12,96,17.8,4.5,152.0,0.7,1021.9,0.0,,,,,,16.3,11.1,,0.402777777777778,1018.7854166666664
2018-08-13,98,17.0,4.9,101.0,1.4,1012.4,0.0,,,,,,15.1,11.3,,0.6557142857142856,1008.3264285714283
2018-08-14,84,15.7,10.5,304.0,3.4,998.0,9.4,,,,,,16.3,11.4,,0.45138888888888895,997.545833333333
2018-08-15,71,15.6,10.3,235.0,5.0,1002.8,5.6,,,,,,16.4,11.3,,0.74375,1002.3194444444447
2018-08-16,75,15.8,9.4,257.0,1.3,1010.5,0.0,,,,,,18.5,12.9,,0.23636363636363675,1007.7447552447552
2018-08-17,93,17.8,12.0,312.0,1.5,1005.2,8.6,,,,,,15.7,12.7,,0.27259259259259283,1004.1214814814813
2018-08-18,75,15.6,8.3,240.0,2.9,1008.5,5.6,,,,,,16.1,11.1,,0.4576388888888889,1007.4930555555555
2018-08-19,98,16.0,2.8,321.0,0.5,1012.5,0.0,,,,,,15.7,8.9,,0.4875000000000002,1009.7256944444445
2018-08-20,87,15.6,7.2,35.0,3.9,1003.1,0.0,,,,,,17.2,12.6,,0.4944444444444445,999.7611111111113
2018-08-21,93,17.0,10.2,311.0,2.1,994.5,4.0,,,,,,14.8,10.8,,0.3437500000000003,994.1715277777784
2018-08-22,75,14.3,9.4,324.0,1.3,1004.5,6.2,,,,,,15.3,10.9,,0.3370629370629371,1001.6923076923076
2018-08-23,86,15.9,10.1,282.0,2.9,1001.7,7.4,,,,,,16.1,11.2,,0.4244755244755245,1001.0545454545456
2018-08-24,88,15.7,5.9,207.0,1.9,1006.6,1.6,,,,,,15.5,9.6,,0.5979166666666663,1005.6944444444445
2018-08-25,63,15.6,7.1,227.0,4.0,1013.4,0.8,,,,,,16.5,11.2,,0.6638888888888892,1012.2131944444444
2018-08-26,76,16.1,9.6,240.0,1.4,1020.4,0.0,,,,,,15.8,12.1,,0.5180555555555557,1018.6291666666667
2018-08-27,81,15.0,6.6,179.0,0.5,1023.9,0.0,,,,,,14.3,11.8,,0.34307692307692306,1021.7938461538464
2018-08-28,98,17.3,4.8,108.0,0.7,1022.3,0.0,,,,,,,,,,0.0
2018-08-29,96,17.1,11.7,48.0,4.1,1012.3,23.0,,,,,,17.4,13.3,,0.2699999999999999,428.4372881355932
2018-08-30,98,17.8,6.9,182.0,2.3,1008.7,4.0,,,,,,16.9,11.1,,0.5222222222222221,1005.9381944444444
2018-08-31,99,17.1,5.6,11.0,0.9,1003.7,0.0,,,,,,17.3,10.9,,0.34444444444444444,1001.440277777778
2018-09-01,99,18.6,5.8,331.0,0.6,1005.3,3.0,,,,,,17.7,9.9,,0.3819444444444444,1002.4694444444444
2018-09-02,86,18.2,10.0,343.0,4.3,997.5,6.2,,,,,,16.8,13.3,,0.518840579710145,997.7579710144928
2018-09-03,89,17.2,9.1,339.0,2.9,1006.4,3.6,,,,,,14.1,9.7,,0.3552447552447553,1005.4300699300699
2018-09-04,76,13.4,3.2,177.0,2.6,1014.2,4.8,,,,,,13.8,8.0,,0.6986013986013984,1012.5760563380284
2018-09-05,75,13.6,6.6,167.0,4.6,1018.0,0.0,,,,,,15.7,9.5,,0.7021428571428572,1015.6014084507043
2018-09-06,93,16.4,9.2,195.0,2.8,1016.6,1.0,,,,,,13.5,10.4,,0.800694444444444,1014.6097222222224
2018-09-07,65,12.9,9.3,182.0,4.9,1014.6,6.8,,,,,,15.4,10.8,,0.7208333333333335,1012.2881944444447
2018-09-08,72,16.0,10.4,161.0,3.4,1015.8,0.0,,,,,,17.5,11.4,,0.8131944444444446,1012.7590277777775
2018-09-09,64,17.3,9.7,222.0,4.0,1011.8,0.0,,,,,,15.0,10.6,,0.7451388888888888,1009.49375
2018-09-10,65,15.7,9.7,37.0,1.4,1006.5,0.0,,,,,,14.4,12.0,,0.6249999999999998,1004.2847222222223
2018-09-11,84,15.8,10.9,180.0,2.5,1008.0,0.6,,,,,,16.9,12.3,,0.4929577464788733,1008.1190140845073
2018-09-12,96,18.1,5.1,202.0,0.1,1022.1,0.0,,,,,,17.3,11.0,,0.5486111111111109,1020.5430555555556
2018-09-13,70,18.2,6.3,219.0,2.9,1026.6,0.0,,,,,,15.8,11.8,,0.6847222222222221,1024.865972222222
2018-09-14,61,16.0,12.3,212.0,4.4,1026.1,0.0,,,,,,16.6,13.5,,0.6583333333333334,1023.8444444444444
2018-09-15,84,17.4,8.6,162.0,2.9,1025.3,0.0,,,,,,18.1,13.4,,0.5763888888888888,1022.9430555555556
2018-09-16,59,19.6,11.8,7.0,3.4,1022.6,0.0,,,,,,17.2,14.5,,0.8034722222222223,1020.5381944444442
2018-09-17,89,18.2,13.3,33.0,3.0,1020.0,0.2,,,,,,18.6,14.5,,0.8763888888888889,1017.9868055555555
2018-09-18,88,19.8,12.2,160.0,2.2,1017.5,0.2,,,,,,17.6,15.1,,0.7145833333333336,1014.676388888889
2018-09-19,81,17.4,13.9,156.0,3.3,1015.1,8.0,,,,,,18.1,14.9,,0.8347222222222223,1012.6451388888887
2018-09-20,66,18.3,12.1,163.0,3.1,1010.1,0.0,,,,,,21.0,14.1,,0.6798611111111116,1008.0479166666668
2018-09-21,88,21.0,12.0,321.0,1.6,1008.0,0.0,,,,,,18.6,14.0,,0.36527777777777776,1005.9784722222223
2018-09-22,80,18.7,10.5,114.0,3.4,1010.6,0.6,,,,,,17.8,13.2,,0.4756944444444444,1009.1326388888887
2018-09-23,67,18.0,6.9,186.0,2.4,1013.8,0.0,,,,,,17.9,11.2,,0.6701388888888888,1011.5138888888887
2018-09-24,67,17.2,11.1,271.0,3.6,1010.5,0.0,,,,,,19.0,12.3,,0.3631944444444445,1007.4874999999997
2018-09-25,69,18.1,9.5,253.0,5.3,1006.9,7.8,,,,,,15.5,10.3,,0.6020833333333333,1005.65
2018-09-26,63,14.0,9.8,244.0,4.9,1011.0,5.0,,,,,,17.5,11.0,,0.4618055555555557,1009.859722222222
2018-09-27,62,15.4,9.9,223.0,3.0,1016.6,1.6,,,,,,17.4,11.2,,0.6131944444444439,1015.8111111111112
2018-09-28,69,16.9,5.1,336.0,1.2,1023.6,0.0,,,,,,16.5,10.3,,0.6111111111111109,1022.2020833333332
2018-09-29,78,16.3,3.8,349.0,1.4,1027.4,0.2,,,,,,17.5,9.5,,0.4638888888888892,1025.5784722222224
2018-09-30,96,17.7,3.1,229.0,0.3,1027.5,0.0,,,,,,17.3,9.8,,0.4659722222222221,1025.6562499999998
2018-10-01,78,19.0,9.8,327.0,1.7,1026.4,0.0,,,,,,19.0,14.0,61.11249999999998,0.2319444444444446,1024.2618055555554
2018-10-02,96,18.3,12.3,181.0,1.3,1024.6,2.0,,,,,,17.5,12.8,67.23402777777783,0.2,1022.9055555555556
2018-10-03,93,18.8,7.2,240.0,0.5,1025.1,1.4,,,,,,17.6,12.0,67.10624999999999,,1022.5666666666667
2018-10-04,96,18.8,9.2,237.0,0.4,1020.7,0.0,,,,,,17.1,13.6,72.85833333333333,,1018.8930555555554
2018-10-05,97,18.1,6.9,208.0,1.4,1019.7,0.0,,,,,,20.3,12.8,62.21388888888888,,1018.828472222222
2018-10-06,87,19.4,9.0,171.0,1.8,1023.9,0.0,,,,,,18.6,13.1,65.63680555555557,,1022.792361111111
2018-10-07,92,19.9,9.4,315.0,0.4,1023.8,0.0,,,,,,18.1,14.3,68.45126050420167,,1021.0462184873953
2018-10-08,79,19.7,11.0,222.0,1.5,1021.6,0.0,,,,,,19.2,12.9,57.59861111111115,,1019.8159722222223
2018-10-09,85,18.9,5.5,332.0,0.7,1020.2,0.0,,,,,,18.4,10.8,53.79160839160841,,1018.2405594405597
2018-10-10,72,17.5,6.1,290.0,1.8,1017.9,0.0,,,,,,18.1,11.6,52.759027777777774,,1015.675
2018-10-11,82,18.0,5.3,16.0,1.0,1015.3,0.0,,,,,,17.7,12.4,74.4208333333333,,1011.4381944444444
2018-10-12,91,18.5,12.1,312.0,6.4,1002.9,17.4,,,,,,17.5,12.2,67.43472222222225,,1003.698611111111
2018-10-13,68,16.9,7.4,152.0,7.3,1014.6,1.4,,,,,,15.1,8.8,52.053472222222226,,1015.0930555555552
2018-10-14,68,14.5,4.7,221.0,1.5,1026.3,0.0,,,,,,18.5,10.2,52.90629370629371,,1025.7132867132866
2018-10-15,94,17.1,4.8,82.0,0.2,1032.7,0.0,,,,,,20.0,10.6,57.47291666666667,,1030.6284722222224
2018-10-16,88,19.8,5.1,332.0,0.9,1031.3,0.0,,,,,,17.1,10.8,55.85804195804195,0.4986013986013984,1028.7405594405598
2018-10-17,63,17.2,11.7,238.0,4.1,1024.5,0.0,,,,,,16.9,12.7,54.21250000000001,0.5222222222222219,1022.7020833333336
2018-10-18,81,16.4,11.4,232.0,3.2,1023.1,0.0,,,,,,18.1,12.3,65.13333333333333,0.5263888888888889,1022.4826388888887
2018-10-19,73,17.8,6.8,63.0,2.9,1029.1,0.2,,,,,,20.4,12.7,61.55244755244754,0.5629370629370629,1027.6902097902098
2018-10-20,90,19.6,6.4,13.0,0.5,1028.9,0.0,,,,,,22.9,13.0,60.22222222222221,0.3458333333333333,1026.5256944444445
2018-10-21,81,21.3,10.6,329.0,1.4,1026.8,0.0,,,,,,21.0,15.3,64.8597222222222,0.3520833333333335,1024.8465277777775
2018-10-22,82,21.5,9.0,254.0,0.6,1026.3,0.0,,,,,,20.7,13.4,61.94444444444443,0.4159722222222222,1024.3423611111114
2018-10-23,83,21.4,8.7,312.0,0.8,1025.5,0.0,,,,,,20.9,13.4,62.29999999999999,0.4701388888888888,1023.0354166666667
2018-10-24,91,21.1,8.0,338.0,1.1,1023.0,0.0,,,,,,21.1,13.5,59.61944444444444,0.5201388888888886,1020.5527777777776
2018-10-25,78,21.0,9.9,328.0,1.2,1018.6,0.0,,,,,,20.7,14.4,60.885416666666686,0.3555555555555557,1016.171527777778
2018-10-26,62,20.2,13.7,221.0,3.8,1014.4,2.2,,,,,,19.6,14.0,57.85763888888886,0.4631944444444445,1012.275
2018-10-27,75,19.3,9.4,28.0,3.3,1010.2,0.0,,,,,,19.8,13.4,70.6041958041958,0.5090909090909089,1006.6748251748253
2018-10-28,89,21.4,14.2,317.0,2.3,1002.3,12.8,,,,,,20.4,15.1,65.1493055555556,0.3180555555555556,999.9972222222217
2018-10-29,84,20.4,12.2,346.0,3.7,994.1,0.6,,,,,,20.3,13.3,67.55664335664332,0.4447552447552446,992.9699300699311
2018-10-30,90,18.2,12.2,252.0,2.2,997.1,15.0,,,,,,16.0,13.2,70.46643356643357,0.341958041958042,997.2804195804193
2018-10-31,69,15.9,9.7,143.0,2.9,1008.9,6.4,,,,,,21.5,12.9,57.57412587412588,0.3944055944055945,1007.4104895104897
2018-11-01,88,19.6,13.1,265.0,3.9,1008.7,4.8,,,,,,17.5,13.1,56.23194444444446,0.672222222222222,1009.709722222222
2018-11-02,59,16.3,10.9,197.0,4.6,1023.4,1.0,,,,,,19.1,12.5,48.26944444444441,0.5472222222222223,1020.8097222222225
2018-11-03,77,18.7,12.4,284.0,2.8,1017.3,0.0,,,,,,18.6,13.8,64.97986111111112,0.5034722222222221,1013.563888888889
2018-11-04,68,19.4,14.6,232.0,4.6,1007.4,5.0,,,,,,21.8,14.2,58.11532846715328,0.5613138686131388,1006.4270072992699
2018-11-05,73,19.1,12.6,238.0,4.4,1012.5,0.0,,,,,,19.6,13.6,57.06180555555554,0.4923611111111112,1011.8256944444445
2018-11-06,82,18.8,10.1,240.0,1.9,1018.2,0.0,,,,,,20.1,14.0,61.511111111111106,0.3749999999999999,1016.7291666666665
2018-11-07,88,20.5,7.9,337.0,1.0,1018.5,0.0,,,,,,20.9,13.6,70.0847222222222,0.4340277777777778,1016.8208333333334
2018-11-08,95,21.0,15.1,334.0,2.2,1016.5,0.0,,,,,,20.4,17.2,79.88333333333338,0.3333333333333337,1014.9944444444444
2018-11-09,80,21.6,15.3,7.0,3.0,1015.0,0.2,,,,,,21.0,14.6,72.72535211267605,0.3845070422535212,1012.7570422535213
2018-11-10,60,23.4,11.7,200.0,5.5,1017.5,2.8,,,,,,19.4,13.0,54.6013986013986,0.5916083916083916,1016.5986013986012
2018-11-11,81,18.2,7.4,131.0,0.4,1022.2,0.0,,,,,,18.2,12.9,72.24295774647888,0.434507042253521,1020.7690140845073
2018-11-12,82,20.0,12.8,188.0,1.7,1023.0,8.4,,,,,,20.5,13.9,66.11944444444447,0.4486111111111112,1020.8416666666667
2018-11-13,71,21.2,8.6,218.0,3.6,1022.1,0.0,,,,,,21.3,13.2,60.188194444444456,0.4895833333333333,1020.7104166666666
2018-11-14,75,20.5,10.8,121.0,1.8,1024.7,0.0,,,,,,20.9,15.3,65.686013986014,0.42797202797202794,1023.8727272727272
2018-11-15,67,21.8,13.3,76.0,3.6,1026.7,0.0,,,,,,20.8,15.7,56.72569444444443,0.6062499999999998,1024.3243055555554
2018-11-16,74,21.5,10.0,9.0,2.1,1022.4,0.0,,,,,,22.1,14.9,59.00833333333336,0.43472222222222223,1019.6034722222223
2018-11-17,80,22.0,9.7,336.0,1.0,1017.2,0.0,,,,,,23.5,15.3,57.35140845070421,0.3958041958041959,1014.7021126760563
2018-11-18,87,22.2,10.6,358.0,0.7,1012.2,0.0,,,,,,23.1,15.6,57.84825174825174,0.3538461538461539,1009.5559440559442
2018-11-19,74,22.4,13.5,227.0,2.1,1005.6,5.4,,,,,,19.8,11.7,58.64615384615386,0.5153846153846156,1003.5902097902098
2018-11-20,71,18.1,5.8,39.0,0.9,1003.7,1.4,,,,,,18.5,10.7,59.9513888888889,0.44097222222222215,1002.4854166666664
2018-11-21,87,16.0,5.7,308.0,2.9,1007.3,8.8,,,,,,17.8,11.7,65.97291666666665,0.4923611111111114,1004.3465277777775
2018-11-22,82,17.6,8.7,320.0,0.7,1004.1,9.8,,,,,,19.4,12.0,62.143750000000026,0.4513888888888887,1003.8291666666668
2018-11-23,83,19.6,7.1,341.0,0.6,1008.6,0.2,,,,,,22.2,12.5,61.28680555555556,0.5520833333333335,1007.015972222222
2018-11-24,96,21.2,15.5,53.0,5.3,1006.1,13.4,,,,,,17.8,15.7,79.62777777777781,0.5006944444444447,1003.7680555555555
2018-11-25,96,18.9,15.7,44.0,4.2,996.9,8.8,,,,,,20.8,16.8,77.63611111111112,0.3083333333333337,996.6131944444446
2018-11-26,80,21.9,13.0,338.0,1.8,1000.3,16.6,,,,,,21.4,15.9,67.92986111111111,0.3833333333333338,999.2090277777776
2018-11-27,81,23.0,15.2,155.0,0.6,999.6,2.2,,,,,,22.9,16.7,67.65000000000002,0.39791666666666653,997.0819444444453
2018-11-28,79,22.1,14.6,198.0,3.3,998.3,0.0,,,,,,24.4,17.6,63.92430555555554,0.4083333333333334,998.8791666666664
2018-11-29,80,24.7,13.0,201.0,0.4,1009.1,0.0,,,,,,23.9,17.1,65.10347222222227,0.5229166666666667,1008.0416666666667
2018-11-30,77,23.9,17.8,41.0,5.0,1012.2,0.0,,,,,,20.7,17.9,69.06388888888888,0.5237762237762235,1009.8534722222223
2018-12-01,85,21.7,16.6,49.0,7.0,1007.0,2.2,,,,,,19.4,17.0,76.88263888888888,0.5631944444444443,1004.3534722222224
2018-12-02,86,20.3,17.6,31.0,3.9,1005.4,2.2,,,,,,23.1,18.4,73.93142857142854,0.5807142857142861,1002.810071942446
2018-12-03,87,23.1,16.8,349.0,3.0,1001.2,4.2,,,,,,20.2,16.9,80.06041666666667,0.4756944444444442,1000.3076388888884
2018-12-04,96,21.5,16.7,42.0,2.2,1002.9,15.4,,,,,,22.4,17.1,73.02551020408163,0.3010204081632653,1002.3836734693879
2018-12-05,66,21.7,14.9,268.0,2.9,1010.3,9.4,,,,,,23.2,15.5,,,
2018-12-06,78,21.1,12.3,269.0,2.0,1011.3,3.2,,,,,,20.7,13.7,,,
2018-12-07,56,18.6,9.5,171.0,4.2,1021.0,2.6,,,,,,21.6,13.9,47.63163265306121,0.6500000000000002,1020.6244897959184
2018-12-08,72,19.6,12.0,197.0,4.2,1023.5,0.0,,,,,,23.1,15.2,58.32083333333334,0.5083333333333336,1020.895138888889
2018-12-09,73,20.7,14.6,196.0,5.1,1019.5,0.0,,,,,,22.9,16.9,58.74444444444447,0.5618055555555554,1016.7652777777776
2018-12-10,72,21.2,16.0,213.0,4.6,1014.6,0.0,,,,,,22.1,17.0,62.45416666666665,0.488888888888889,1012.4020833333333
2018-12-11,78,22.6,13.1,344.0,1.1,1013.6,0.0,,,,,,24.4,17.1,64.25486111111114,0.4604166666666665,1012.0131944444446
2018-12-12,85,23.8,15.4,326.0,1.0,1012.6,0.0,,,,,,23.6,17.7,63.39375,0.5381944444444445,1011.015277777778
2018-12-13,80,23.0,15.9,326.0,1.9,1014.1,0.0,,,,,,24.9,18.5,60.49583333333333,0.4298611111111114,1012.5701388888887
2018-12-14,71,23.9,17.2,9.0,3.1,1017.0,0.0,,,,,,23.2,18.3,66.2601398601399,0.4153846153846156,1015.4552447552451
2018-12-15,82,23.4,15.0,47.0,2.8,1019.2,3.6,,,,,,22.5,17.0,67.85694444444441,0.5527777777777778,1018.1888888888884
2018-12-16,82,23.2,14.5,60.0,0.7,1024.1,0.0,,,,,,26.5,18.5,65.15902777777774,0.33263888888888915,1022.2708333333335
2018-12-17,83,25.0,15.4,324.0,1.2,1025.8,3.6,,,,,,25.3,19.2,63.280555555555544,0.38888888888888906,1022.7680555555555
2018-12-18,71,26.0,15.1,191.0,2.5,1018.6,0.0,,,,,,26.6,19.1,59.13333333333336,0.4937500000000002,1015.19375
2018-12-19,68,25.3,15.4,260.0,3.6,1009.7,0.0,,,,,,27.1,19.1,59.66666666666664,0.4840277777777776,1007.2027777777776
2018-12-20,91,24.3,16.5,343.0,4.5,1001.8,14.4,,,,,,23.2,16.9,72.0638888888889,0.4562499999999999,1000.7270833333334
2018-12-21,82,22.9,14.7,254.0,3.1,1002.8,6.0,,,,,,23.4,17.2,64.61388888888888,0.35416666666666663,1001.55
2018-12-22,78,22.0,14.2,288.0,1.7,1006.6,0.4,,,,,,24.9,16.0,63.9680555555556,0.3548611111111113,1004.817361111111
2018-12-23,84,23.8,16.4,154.0,1.5,1007.5,0.6,,,,,,20.6,17.3,80.74097222222218,0.4479166666666666,1006.6534722222225
2018-12-24,97,20.7,18.5,14.0,1.4,1010.7,31.0,,,,,,20.3,18.0,85.51805555555556,0.5076388888888889,1007.5895833333336
2018-12-25,81,20.6,17.0,5.0,4.0,1003.3,52.0,,,,,,21.6,17.3,78.41875,0.4826388888888888,1000.8229166666664
2018-12-26,72,21.7,16.6,221.0,5.6,1009.6,7.8,,,,,,23.0,17.7,62.96458333333334,0.6263888888888887,1008.859722222222
2018-12-27,62,22.9,15.8,200.0,5.1,1015.8,0.0,,,,,,23.6,17.0,53.47083333333333,0.4979166666666667,1014.4215277777776
2018-12-28,60,21.7,13.3,197.0,4.2,1019.3,0.0,,,,,,23.8,16.2,53.29027777777782,0.40069444444444413,1018.1951388888887
2018-12-29,75,23.6,13.3,53.0,1.7,1023.0,0.0,,,,,,23.6,18.0,64.7472222222222,0.4374999999999998,1021.41875
2018-12-30,76,24.6,13.2,280.0,1.5,1022.6,0.0,,,,,,26.4,17.5,58.22361111111112,0.4479166666666666,1020.428472222222
2018-12-31,70,24.6,17.2,223.0,2.0,1018.8,0.0,,,,,,24.0,18.9,63.47708333333333,0.4173611111111113,1016.0868055555553
2019-01-01,78,23.1,18.0,218.0,3.3,1014.5,0.0,,,,,,23.9,19.6,65.25208333333332,0.4395833333333334,1012.7354166666668
2019-01-02,82,23.4,19.0,229.0,2.4,1014.3,0.0,,,,,,25.7,19.4,60.679050287009346,0.47383211497330097,1017.5842824297088
2019-01-03,85,25.1,15.7,260.0,1.6,1014.3,0.0,,,,,,25.9,19.0,61.723933281971036,0.4611514267848029,1018.5460754351376
2019-01-04,67,24.7,20.0,234.0,4.6,1014.1,0.0,,,,,,25.4,19.1618118253594,59.47164060563686,0.5702908873387059,1019.4161680064263
2019-01-05,74,23.6,14.4,249.0,1.2,1019.3,0.0,,,,,,27.7,18.2,59.829533114487724,0.4805877553000166,1021.3832513184567
2019-01-06,76,25.5,13.1,239.0,2.1,1018.0,0.0,,,,,,27.0,16.3654671067505,63.546863204459655,0.522448415314921,1011.1946011455592
2019-01-07,75,25.4,15.8,228.0,2.6,1017.6,0.0,,,,,,27.2,16.0173098616238,65.04572594950875,0.5010882511242373,1005.2715762186757
2019-01-08,66,26.8,19.4,174.0,3.5,1018.8,0.0,,,,,,26.5,15.6691526164971,64.22918617353008,0.512482701951444,1004.6862581752174
2019-01-09,71,24.5,14.4,176.0,2.3,1019.2,0.0,,,,,,25.5,15.320995371370401,66.57607232347735,0.5213308564823546,1004.0405234650892
2019-01-10,80,25.6,18.5,328.0,1.5,1019.3,0.0,,,,,,26.7,14.9728381262437,67.87643069564683,0.5028641961984504,1003.1366869031108
2019-01-11,82,27.5,16.9,304.0,1.2,1020.1,0.0,,,,,,28.1,14.624680881117001,66.88813166040893,0.4837030914701018,1002.6002114522432
2019-01-12,61,27.6,18.5,198.0,3.6,1021.2,0.0,,,,,,26.3,14.2765236359903,65.36372151405989,0.5388475422973082,1002.0095693347107
2019-01-13,76,27.2,19.4,72.0,3.2,1018.3,0.0,,,,,,27.3,13.9283663908636,68.2413947010442,0.5324179190504413,999.8439272171763
2019-01-14,93,26.1,18.2,311.0,3.7,1007.2,2.2,,,,,,23.2,13.5802091457369,69.225086406547,0.5377938513591298,995.8713406551973
2019-01-15,80,21.9,12.9,161.0,3.2,1006.4,14.4,,,,,,21.9,13.2659005216642,70.12702139300063,0.5314327862695745,995.22363776637
2019-01-16,72,21.1,14.8,194.0,2.4,1007.1,0.0,,,,,,25.2,16.5854831436014,65.52327625479309,0.5443009241659266,1000.427292143676
2019-01-17,78,24.2,18.8,200.0,5.0,1008.9,0.0,,,,,,,,,,
2019-01-18,72,24.6,17.8,213.0,3.6,1012.3,0.0,,,,,,,,,,
2019-01-19,71,24.8,18.3,202.0,2.1,1014.8,0.0,,,,,,,,,,
2019-01-20,84,26.4,20.3,278.0,3.7,1010.9,0.0,,,,,,,,,,
2019-01-21,59,24.1,17.2,223.0,5.0,1011.9,0.4,,,,,,,,,,
2019-01-22,61,24.6,18.1,206.0,6.2,1015.0,0.0,,,,,,,,,,
2019-01-23,72,23.9,14.7,219.0,3.5,1014.1,0.0,,,,,,,,,,
2019-01-24,97,25.3,20.3,294.0,3.7,1010.3,0.4,,,,,,,,,,
2019-01-25,74,22.6,13.6,189.0,4.0,1016.6,3.2,,,,,,,,,,
2019-01-26,68,24.7,14.8,246.0,1.3,1018.7,0.0,,,,,,,,,,
2019-01-27,69,24.0,14.3,246.0,1.7,1017.2,0.0,,,,,,,,,,
2019-01-28,90,24.6,19.6,217.0,2.6,1018.2,0.2,,,,,,,,,,
2019-01-29,80,26.4,19.7,183.0,3.4,1018.6,0.0,,,,,,,,,,
2019-01-30,78,29.8,20.6,78.0,3.0,1024.0,0.0,,,,,,,,,,
2019-01-31,70,27.9,19.0,36.0,2.2,1022.6,0.0,,,,,,,,,,
2019-02-01,74,26.4,16.0,285.0,0.5,1018.0,0.0,,,,,,,,,,
2019-02-02,95,27.1,15.1,217.0,2.6,1015.7,0.0,,,,,,,,,,
2019-02-03,65,26.5,18.6,103.0,2.8,1021.9,0.0,,,,,,,,,,
2019-02-04,67,25.3,16.4,80.0,3.5,1022.9,0.0,,,,,,,,,,
2019-02-05,84,26.9,14.2,88.0,0.4,1019.7,0.0,,,,,,,,,,
2019-02-06,84,27.9,14.2,105.0,0.7,1018.1,0.0,,,,,,,,,,
2019-02-07,68,28.0,18.6,111.0,3.8,1023.2,0.0,,,,,,,,,,
2019-02-08,64,22.0,16.4,128.0,3.7,1022.1,0.0,,,,,,,,,,
