Date,respiratory_unscaled,respiratory_monthly,isPartial,scale,respiratory
2019-07-17,36,0.0,,0.0,0.0
2019-07-18,0,0.0,,0.0,0.0
2019-07-19,0,0.0,,0.0,0.0
2019-07-20,0,0.0,,0.0,0.0
2019-07-21,0,24.0,False,0.24,0.0
2019-07-22,0,24.0,,0.24,0.0
2019-07-23,0,24.0,,0.24,0.0
2019-07-24,0,24.0,,0.24,0.0
2019-07-25,0,24.0,,0.24,0.0
2019-07-26,41,24.0,,0.24,9.84
2019-07-27,47,24.0,,0.24,11.28
2019-07-28,38,12.0,False,0.12,4.56
2019-07-29,0,12.0,,0.12,0.0
2019-07-30,35,12.0,,0.12,4.2
2019-07-31,0,12.0,,0.12,0.0
2019-08-01,57,12.0,,0.12,6.84
2019-08-02,0,12.0,,0.12,0.0
2019-08-03,0,12.0,,0.12,0.0
2019-08-04,0,34.0,False,0.34,0.0
2019-08-05,0,34.0,,0.34,0.0
2019-08-06,0,34.0,,0.34,0.0
2019-08-07,55,34.0,,0.34,18.700000000000003
2019-08-08,54,34.0,,0.34,18.360000000000003
2019-08-09,0,34.0,,0.34,0.0
2019-08-10,0,34.0,,0.34,0.0
2019-08-11,0,32.0,False,0.32,0.0
2019-08-12,52,32.0,,0.32,16.64
2019-08-13,0,32.0,,0.32,0.0
2019-08-14,51,32.0,,0.32,16.32
2019-08-15,0,32.0,,0.32,0.0
2019-08-16,0,32.0,,0.32,0.0
2019-08-17,0,32.0,,0.32,0.0
2019-08-18,55,10.0,False,0.1,5.5
2019-08-19,50,10.0,,0.1,5.0
2019-08-20,0,10.0,,0.1,0.0
2019-08-21,100,10.0,,0.1,10.0
2019-08-22,50,10.0,,0.1,5.0
2019-08-23,0,10.0,,0.1,0.0
2019-08-24,0,10.0,,0.1,0.0
2019-08-25,0,0.0,False,0.0,0.0
2019-08-26,0,0.0,,0.0,0.0
2019-08-27,0,0.0,,0.0,0.0
2019-08-28,0,0.0,,0.0,0.0
2019-08-29,0,0.0,,0.0,0.0
2019-08-30,0,0.0,,0.0,0.0
2019-08-31,0,0.0,,0.0,0.0
2019-09-01,54,52.0,False,0.52,28.080000000000002
2019-09-02,0,52.0,,0.52,0.0
2019-09-03,0,52.0,,0.52,0.0
2019-09-04,42,52.0,,0.52,21.84
2019-09-05,43,52.0,,0.52,22.36
2019-09-06,0,52.0,,0.52,0.0
2019-09-07,0,52.0,,0.52,0.0
2019-09-08,0,71.0,False,0.71,0.0
2019-09-09,42,71.0,,0.71,29.82
2019-09-10,43,71.0,,0.71,30.529999999999998
2019-09-11,43,71.0,,0.71,30.529999999999998
2019-09-12,45,71.0,,0.71,31.95
2019-09-13,0,71.0,,0.71,0.0
2019-09-14,0,71.0,,0.71,0.0
2019-09-15,0,50.0,False,0.5,0.0
2019-09-16,42,50.0,,0.5,21.0
2019-09-17,84,50.0,,0.5,42.0
2019-09-18,0,50.0,,0.5,0.0
2019-09-19,0,50.0,,0.5,0.0
2019-09-20,100,50.0,,0.5,50.0
2019-09-21,0,50.0,,0.5,0.0
2019-09-22,48,41.0,False,0.41,19.68
2019-09-23,0,41.0,,0.41,0.0
2019-09-24,84,41.0,,0.41,34.44
2019-09-25,42,41.0,,0.41,17.22
2019-09-26,43,41.0,,0.41,17.63
2019-09-27,0,41.0,,0.41,0.0
2019-09-28,0,41.0,,0.41,0.0
2019-09-29,49,32.0,False,0.32,15.68
2019-09-30,45,32.0,,0.32,14.4
2019-10-01,50,32.0,,0.32,16.0
2019-10-02,48,32.0,,0.32,15.36
2019-10-03,0,32.0,,0.32,0.0
2019-10-04,59,32.0,,0.32,18.88
2019-10-05,0,32.0,,0.32,0.0
2019-10-06,0,11.0,False,0.11,0.0
2019-10-07,0,11.0,,0.11,0.0
2019-10-08,51,11.0,,0.11,5.61
2019-10-09,100,11.0,,0.11,11.0
2019-10-10,0,11.0,,0.11,0.0
2019-10-11,55,11.0,,0.11,6.05
2019-10-12,60,11.0,,0.11,6.6
2019-10-13,53,30.0,False,0.3,15.899999999999999
2019-10-14,0,30.0,,0.3,0.0
2019-10-15,0,30.0,,0.3,0.0
2019-10-16,93,30.0,,0.3,27.9
2019-10-17,0,30.0,,0.3,0.0
2019-10-18,0,30.0,,0.3,0.0
2019-10-19,56,30.0,,0.3,16.8
2019-10-20,50,10.0,False,0.1,5.0
2019-10-21,0,10.0,,0.1,0.0
2019-10-22,42,10.0,,0.1,4.2
2019-10-23,0,10.0,,0.1,0.0
2019-10-24,0,10.0,,0.1,0.0
2019-10-25,0,10.0,,0.1,0.0
2019-10-26,64,10.0,,0.1,6.4
2019-10-27,0,42.0,False,0.42,0.0
2019-10-28,0,42.0,,0.42,0.0
2019-10-29,48,42.0,,0.42,20.16
2019-10-30,94,42.0,,0.42,39.48
2019-10-31,0,42.0,,0.42,0.0
2019-11-01,0,42.0,,0.42,0.0
2019-11-02,0,42.0,,0.42,0.0
2019-11-03,100,10.0,False,0.1,10.0
2019-11-04,0,10.0,,0.1,0.0
2019-11-05,44,10.0,,0.1,4.4
2019-11-06,0,10.0,,0.1,0.0
2019-11-07,0,10.0,,0.1,0.0
2019-11-08,0,10.0,,0.1,0.0
2019-11-09,0,10.0,,0.1,0.0
2019-11-10,0,40.0,False,0.4,0.0
2019-11-11,85,40.0,,0.4,34.0
2019-11-12,86,40.0,,0.4,34.4
2019-11-13,43,40.0,,0.4,17.2
2019-11-14,0,40.0,,0.4,0.0
2019-11-15,0,40.0,,0.4,0.0
2019-11-16,0,40.0,,0.4,0.0
2019-11-17,0,21.0,False,0.21,0.0
2019-11-18,0,21.0,,0.21,0.0
2019-11-19,0,21.0,,0.21,0.0
2019-11-20,0,21.0,,0.21,0.0
2019-11-21,0,21.0,,0.21,0.0
2019-11-22,0,21.0,,0.21,0.0
2019-11-23,0,21.0,,0.21,0.0
2019-11-24,0,0.0,False,0.0,0.0
2019-11-25,0,0.0,,0.0,0.0
2019-11-26,0,0.0,,0.0,0.0
2019-11-27,0,0.0,,0.0,0.0
2019-11-28,0,0.0,,0.0,0.0
2019-11-29,0,0.0,,0.0,0.0
2019-11-30,0,0.0,,0.0,0.0
2019-12-01,0,11.0,False,0.11,0.0
2019-12-02,0,11.0,,0.11,0.0
2019-12-03,0,11.0,,0.11,0.0
2019-12-04,0,11.0,,0.11,0.0
2019-12-05,100,11.0,,0.11,11.0
2019-12-06,0,11.0,,0.11,0.0
2019-12-07,0,11.0,,0.11,0.0
2019-12-08,0,0.0,False,0.0,0.0
2019-12-09,0,0.0,,0.0,0.0
2019-12-10,0,0.0,,0.0,0.0
2019-12-11,0,0.0,,0.0,0.0
2019-12-12,0,0.0,,0.0,0.0
2019-12-13,0,0.0,,0.0,0.0
2019-12-14,0,0.0,,0.0,0.0
2019-12-15,0,0.0,False,0.0,0.0
2019-12-16,0,0.0,,0.0,0.0
2019-12-17,0,0.0,,0.0,0.0
2019-12-18,50,0.0,,0.0,0.0
2019-12-19,0,0.0,,0.0,0.0
2019-12-20,0,0.0,,0.0,0.0
2019-12-21,0,0.0,,0.0,0.0
2019-12-22,0,0.0,False,0.0,0.0
2019-12-23,0,0.0,,0.0,0.0
2019-12-24,0,0.0,,0.0,0.0
2019-12-25,0,0.0,,0.0,0.0
2019-12-26,0,0.0,,0.0,0.0
2019-12-27,0,0.0,,0.0,0.0
2019-12-28,0,0.0,,0.0,0.0
2019-12-29,0,0.0,False,0.0,0.0
2019-12-30,0,0.0,,0.0,0.0
2019-12-31,0,0.0,,0.0,0.0
2020-01-01,0,0.0,,0.0,0.0
2020-01-02,0,0.0,,0.0,0.0
2020-01-03,0,0.0,,0.0,0.0
2020-01-04,0,0.0,,0.0,0.0
2020-01-05,0,21.0,False,0.21,0.0
2020-01-06,52,21.0,,0.21,10.92
2020-01-07,0,21.0,,0.21,0.0
2020-01-08,0,21.0,,0.21,0.0
2020-01-09,0,21.0,,0.21,0.0
2020-01-10,59,21.0,,0.21,12.389999999999999
2020-01-11,65,21.0,,0.21,13.65
2020-01-12,0,10.0,False,0.1,0.0
2020-01-13,0,10.0,,0.1,0.0
2020-01-14,44,10.0,,0.1,4.4
2020-01-15,0,10.0,,0.1,0.0
2020-01-16,0,10.0,,0.1,0.0
2020-01-17,0,10.0,,0.1,0.0
2020-01-18,0,10.0,,0.1,0.0
2020-01-19,0,0.0,False,0.0,0.0
2020-01-20,100,0.0,,0.0,0.0
2020-01-21,0,0.0,,0.0,0.0
2020-01-22,0,0.0,,0.0,0.0
2020-01-23,0,0.0,,0.0,0.0
2020-01-24,0,0.0,,0.0,0.0
2020-01-25,0,0.0,,0.0,0.0
2020-01-26,62,93.0,False,0.93,57.660000000000004
2020-01-27,54,93.0,,0.93,50.220000000000006
2020-01-28,50,93.0,,0.93,46.5
2020-01-29,0,93.0,,0.93,0.0
2020-01-30,0,93.0,,0.93,0.0
2020-01-31,0,93.0,,0.93,0.0
2020-02-01,58,93.0,,0.93,53.940000000000005
2020-02-02,100,10.0,False,0.1,10.0
2020-02-03,0,10.0,,0.1,0.0
2020-02-04,0,10.0,,0.1,0.0
2020-02-05,0,10.0,,0.1,0.0
2020-02-06,0,10.0,,0.1,0.0
2020-02-07,0,10.0,,0.1,0.0
2020-02-08,0,10.0,,0.1,0.0
2020-02-09,0,10.0,False,0.1,0.0
2020-02-10,0,10.0,,0.1,0.0
2020-02-11,0,10.0,,0.1,0.0
2020-02-12,0,10.0,,0.1,0.0
2020-02-13,0,10.0,,0.1,0.0
2020-02-14,0,10.0,,0.1,0.0
2020-02-15,56,10.0,,0.1,5.6000000000000005
2020-02-16,0,19.0,False,0.19,0.0
2020-02-17,0,19.0,,0.19,0.0
2020-02-18,0,19.0,,0.19,0.0
2020-02-19,0,19.0,,0.19,0.0
2020-02-20,0,19.0,,0.19,0.0
2020-02-21,0,19.0,,0.19,0.0
2020-02-22,0,19.0,,0.19,0.0
2020-02-23,0,10.0,False,0.1,0.0
2020-02-24,45,10.0,,0.1,4.5
2020-02-25,91,10.0,,0.1,9.1
2020-02-26,0,10.0,,0.1,0.0
2020-02-27,0,10.0,,0.1,0.0
2020-02-28,0,10.0,,0.1,0.0
2020-02-29,56,10.0,,0.1,5.6000000000000005
2020-03-01,26,58.0,False,0.58,15.079999999999998
2020-03-02,23,58.0,,0.58,13.34
2020-03-03,0,58.0,,0.58,0.0
2020-03-04,23,58.0,,0.58,13.34
2020-03-05,24,58.0,,0.58,13.919999999999998
2020-03-06,88,58.0,,0.58,51.04
2020-03-07,0,58.0,,0.58,0.0
2020-03-08,0,19.0,False,0.19,0.0
2020-03-09,0,19.0,,0.19,0.0
2020-03-10,0,19.0,,0.19,0.0
2020-03-11,46,19.0,,0.19,8.74
2020-03-12,47,19.0,,0.19,8.93
2020-03-13,0,19.0,,0.19,0.0
2020-03-14,30,19.0,,0.19,5.7
2020-03-15,51,99.0,False,0.99,50.49
2020-03-16,44,99.0,,0.99,43.56
2020-03-17,22,99.0,,0.99,21.78
2020-03-18,22,99.0,,0.99,21.78
2020-03-19,0,99.0,,0.99,0.0
2020-03-20,100,99.0,,0.99,99.0
2020-03-21,27,99.0,,0.99,26.73
2020-03-22,0,61.0,False,0.61,0.0
2020-03-23,19,61.0,,0.61,11.59
2020-03-24,21,61.0,,0.61,12.81
2020-03-25,22,61.0,,0.61,13.42
2020-03-26,0,61.0,,0.61,0.0
2020-03-27,0,61.0,,0.61,0.0
2020-03-28,0,61.0,,0.61,0.0
2020-03-29,97,100.0,False,1.0,97.0
2020-03-30,91,100.0,,1.0,91.0
2020-03-31,22,100.0,,1.0,22.0
2020-04-01,44,100.0,,1.0,44.0
2020-04-02,0,100.0,,1.0,0.0
2020-04-03,0,100.0,,1.0,0.0
2020-04-04,50,100.0,,1.0,50.0
2020-04-05,47,36.0,False,0.36,16.919999999999998
2020-04-06,0,36.0,,0.36,0.0
2020-04-07,88,36.0,,0.36,31.68
2020-04-08,86,36.0,,0.36,30.959999999999997
2020-04-09,0,36.0,,0.36,0.0
2020-04-10,0,36.0,,0.36,0.0
2020-04-11,100,36.0,,0.36,36.0
2020-04-12,49,8.0,False,0.08,3.92
2020-04-13,0,8.0,,0.08,0.0
2020-04-14,0,8.0,,0.08,0.0
2020-04-15,40,8.0,,0.08,3.2
2020-04-16,40,8.0,,0.08,3.2
2020-04-17,0,8.0,,0.08,0.0
2020-04-18,0,8.0,,0.08,0.0
2020-04-19,89,58.0,False,0.58,51.62
2020-04-20,40,58.0,,0.58,23.2
2020-04-21,0,58.0,,0.58,0.0
2020-04-22,0,58.0,,0.58,0.0
2020-04-23,79,58.0,,0.58,45.82
2020-04-24,0,58.0,,0.58,0.0
2020-04-25,0,58.0,,0.58,0.0
2020-04-26,0,8.0,False,0.08,0.0
2020-04-27,0,8.0,,0.08,0.0
2020-04-28,80,8.0,,0.08,6.4
2020-04-29,0,8.0,,0.08,0.0
2020-04-30,0,8.0,,0.08,0.0
2020-05-01,0,8.0,,0.08,0.0
2020-05-02,0,8.0,,0.08,0.0
2020-05-03,0,16.0,False,0.16,0.0
2020-05-04,0,16.0,,0.16,0.0
2020-05-05,0,16.0,,0.16,0.0
2020-05-06,0,16.0,,0.16,0.0
2020-05-07,84,16.0,,0.16,13.44
2020-05-08,47,16.0,,0.16,7.5200000000000005
2020-05-09,0,16.0,,0.16,0.0
2020-05-10,0,17.0,False,0.17,0.0
2020-05-11,0,17.0,,0.17,0.0
2020-05-12,83,17.0,,0.17,14.110000000000001
2020-05-13,42,17.0,,0.17,7.140000000000001
2020-05-14,0,17.0,,0.17,0.0
2020-05-15,0,17.0,,0.17,0.0
2020-05-16,0,17.0,,0.17,0.0
2020-05-17,51,18.0,False,0.18,9.18
2020-05-18,45,18.0,,0.18,8.1
2020-05-19,45,18.0,,0.18,8.1
2020-05-20,45,18.0,,0.18,8.1
2020-05-21,0,18.0,,0.18,0.0
2020-05-22,51,18.0,,0.18,9.18
2020-05-23,0,18.0,,0.18,0.0
2020-05-24,0,51.0,False,0.51,0.0
2020-05-25,42,51.0,,0.51,21.42
2020-05-26,0,51.0,,0.51,0.0
2020-05-27,42,51.0,,0.51,21.42
2020-05-28,44,51.0,,0.51,22.44
2020-05-29,100,51.0,,0.51,51.0
2020-05-30,0,51.0,,0.51,0.0
2020-05-31,0,26.0,False,0.26,0.0
2020-06-01,0,26.0,,0.26,0.0
2020-06-02,34,26.0,,0.26,8.84
2020-06-03,0,26.0,,0.26,0.0
2020-06-04,0,26.0,,0.26,0.0
2020-06-05,36,26.0,,0.26,9.36
2020-06-06,0,26.0,,0.26,0.0
2020-06-07,0,43.0,False,0.43,0.0
2020-06-08,93,43.0,,0.43,39.99
2020-06-09,0,43.0,,0.43,0.0
2020-06-10,100,43.0,,0.43,43.0
2020-06-11,0,43.0,,0.43,0.0
2020-06-12,0,43.0,,0.43,0.0
2020-06-13,43,43.0,,0.43,18.49
2020-06-14,0,35.0,False,0.35,0.0
2020-06-15,0,35.0,,0.35,0.0
2020-06-16,33,35.0,,0.35,11.549999999999999
2020-06-17,0,35.0,,0.35,0.0
2020-06-18,68,35.0,,0.35,23.799999999999997
2020-06-19,79,35.0,,0.35,27.65
2020-06-20,0,35.0,,0.35,0.0
2020-06-21,0,26.0,False,0.26,0.0
2020-06-22,34,26.0,,0.26,8.84
2020-06-23,100,26.0,,0.26,26.0
2020-06-24,33,26.0,,0.26,8.58
2020-06-25,34,26.0,,0.26,8.84
2020-06-26,0,26.0,,0.26,0.0
2020-06-27,0,26.0,,0.26,0.0
2020-06-28,37,38.0,False,0.38,14.06
2020-06-29,0,38.0,,0.38,0.0
2020-06-30,0,38.0,,0.38,0.0
2020-07-01,0,38.0,,0.38,0.0
2020-07-02,0,38.0,,0.38,0.0
2020-07-03,0,38.0,,0.38,0.0
2020-07-04,0,38.0,,0.38,0.0
2020-07-05,0,30.0,False,0.3,0.0
2020-07-06,80,30.0,,0.3,24.0
2020-07-07,0,30.0,,0.3,0.0
2020-07-08,0,30.0,,0.3,0.0
2020-07-09,0,30.0,,0.3,0.0
2020-07-10,0,30.0,,0.3,0.0
2020-07-11,0,30.0,,0.3,0.0
2020-07-12,0,29.0,False,0.29,0.0
2020-07-13,81,29.0,,0.29,23.49
2020-07-14,80,29.0,,0.29,23.2
2020-07-15,0,29.0,,0.29,0.0
2020-07-16,0,29.0,,0.29,0.0
2020-07-17,0,29.0,,0.29,0.0
2020-07-18,0,29.0,,0.29,0.0
2020-07-19,0,19.0,False,0.19,0.0
2020-07-20,0,19.0,,0.19,0.0
2020-07-21,0,19.0,,0.19,0.0
2020-07-22,77,19.0,,0.19,14.63
2020-07-23,0,19.0,,0.19,0.0
2020-07-24,0,19.0,,0.19,0.0
2020-07-25,100,19.0,,0.19,19.0
2020-07-26,0,56.0,False,0.56,0.0
2020-07-27,0,56.0,,0.56,0.0
2020-07-28,0,56.0,,0.56,0.0
2020-07-29,0,56.0,,0.56,0.0
2020-07-30,0,56.0,,0.56,0.0
2020-07-31,89,56.0,,0.56,49.84
2020-08-01,0,56.0,,0.56,0.0
2020-08-02,0,37.0,False,0.37,0.0
2020-08-03,48,37.0,,0.37,17.759999999999998
2020-08-04,49,37.0,,0.37,18.13
2020-08-05,49,37.0,,0.37,18.13
2020-08-06,48,37.0,,0.37,17.759999999999998
2020-08-07,0,37.0,,0.37,0.0
2020-08-08,0,37.0,,0.37,0.0
2020-08-09,0,34.0,False,0.34,0.0
2020-08-10,48,34.0,,0.34,16.32
2020-08-11,0,34.0,,0.34,0.0
2020-08-12,0,34.0,,0.34,0.0
2020-08-13,46,34.0,,0.34,15.64
2020-08-14,0,34.0,,0.34,0.0
2020-08-15,55,34.0,,0.34,18.700000000000003
2020-08-16,100,33.0,False,0.33,33.0
2020-08-17,0,33.0,,0.33,0.0
2020-08-18,45,33.0,,0.33,14.850000000000001
2020-08-19,87,33.0,,0.33,28.71
2020-08-20,0,33.0,,0.33,0.0
2020-08-21,0,33.0,,0.33,0.0
2020-08-22,0,33.0,,0.33,0.0
2020-08-23,0,49.0,False,0.49,0.0
2020-08-24,44,49.0,,0.49,21.56
2020-08-25,0,49.0,,0.49,0.0
2020-08-26,0,49.0,,0.49,0.0
2020-08-27,0,49.0,,0.49,0.0
2020-08-28,52,49.0,,0.49,25.48
2020-08-29,54,49.0,,0.49,26.46
2020-08-30,0,35.0,False,0.35,0.0
2020-08-31,94,35.0,,0.35,32.9
2020-09-01,0,35.0,,0.35,0.0
2020-09-02,0,35.0,,0.35,0.0
2020-09-03,43,35.0,,0.35,15.049999999999999
2020-09-04,0,35.0,,0.35,0.0
2020-09-05,0,35.0,,0.35,0.0
2020-09-06,47,74.0,False,0.74,34.78
2020-09-07,0,74.0,,0.74,0.0
2020-09-08,44,74.0,,0.74,32.56
2020-09-09,43,74.0,,0.74,31.82
2020-09-10,0,74.0,,0.74,0.0
2020-09-11,100,74.0,,0.74,74.0
2020-09-12,0,74.0,,0.74,0.0
2020-09-13,0,36.0,False,0.36,0.0
2020-09-14,0,36.0,,0.36,0.0
2020-09-15,42,36.0,,0.36,15.12
2020-09-16,0,36.0,,0.36,0.0
2020-09-17,0,36.0,,0.36,0.0
2020-09-18,0,36.0,,0.36,0.0
2020-09-19,54,36.0,,0.36,19.439999999999998
2020-09-20,96,55.0,False,0.55,52.800000000000004
2020-09-21,0,55.0,,0.55,0.0
2020-09-22,43,55.0,,0.55,23.650000000000002
2020-09-23,42,55.0,,0.55,23.1
2020-09-24,0,55.0,,0.55,0.0
2020-09-25,53,55.0,,0.55,29.150000000000002
2020-09-26,0,55.0,,0.55,0.0
2020-09-27,0,31.0,False,0.31,0.0
2020-09-28,0,31.0,,0.31,0.0
2020-09-29,0,31.0,,0.31,0.0
2020-09-30,51,31.0,,0.31,15.81
2020-10-01,0,31.0,,0.31,0.0
2020-10-02,53,31.0,,0.31,16.43
2020-10-03,0,31.0,,0.31,0.0
2020-10-04,49,11.0,False,0.11,5.39
2020-10-05,46,11.0,,0.11,5.06
2020-10-06,0,11.0,,0.11,0.0
2020-10-07,0,11.0,,0.11,0.0
2020-10-08,45,11.0,,0.11,4.95
2020-10-09,0,11.0,,0.11,0.0
2020-10-10,0,11.0,,0.11,0.0
2020-10-11,0,23.0,False,0.23,0.0
2020-10-12,48,23.0,,0.23,11.040000000000001
2020-10-13,51,23.0,,0.23,11.73
2020-10-14,0,23.0,,0.23,0.0
2020-10-15,0,23.0,,0.23,0.0
2020-10-16,59,23.0,,0.23,13.57
2020-10-17,0,23.0,,0.23,0.0
2020-10-18,0,47.0,False,0.47,0.0
2020-10-19,0,47.0,,0.47,0.0
2020-10-20,0,47.0,,0.47,0.0
2020-10-21,0,47.0,,0.47,0.0
2020-10-22,50,47.0,,0.47,23.5
2020-10-23,0,47.0,,0.47,0.0
2020-10-24,0,47.0,,0.47,0.0
2020-10-25,61,12.0,False,0.12,7.319999999999999
2020-10-26,0,12.0,,0.12,0.0
2020-10-27,100,12.0,,0.12,12.0
2020-10-28,0,12.0,,0.12,0.0
2020-10-29,0,12.0,,0.12,0.0
2020-10-30,0,12.0,,0.12,0.0
2020-10-31,0,12.0,,0.12,0.0
2020-11-01,32,72.0,False,0.72,23.04
2020-11-02,59,72.0,,0.72,42.48
2020-11-03,0,72.0,,0.72,0.0
2020-11-04,24,72.0,,0.72,17.28
2020-11-05,24,72.0,,0.72,17.28
2020-11-06,0,72.0,,0.72,0.0
2020-11-07,0,72.0,,0.72,0.0
2020-11-08,30,46.0,False,0.46,13.8
2020-11-09,0,46.0,,0.46,0.0
2020-11-10,0,46.0,,0.46,0.0
2020-11-11,0,46.0,,0.46,0.0
2020-11-12,0,46.0,,0.46,0.0
2020-11-13,100,46.0,,0.46,46.0
2020-11-14,0,46.0,,0.46,0.0
2020-11-15,0,11.0,False,0.11,0.0
2020-11-16,0,11.0,,0.11,0.0
2020-11-17,0,11.0,,0.11,0.0
2020-11-18,0,11.0,,0.11,0.0
2020-11-19,0,11.0,,0.11,0.0
2020-11-20,0,11.0,,0.11,0.0
2020-11-21,0,11.0,,0.11,0.0
2020-11-22,0,11.0,False,0.11,0.0
2020-11-23,0,11.0,,0.11,0.0
2020-11-24,0,11.0,,0.11,0.0
2020-11-25,0,11.0,,0.11,0.0
2020-11-26,0,11.0,,0.11,0.0
2020-11-27,0,11.0,,0.11,0.0
2020-11-28,0,11.0,,0.11,0.0
2020-11-29,0,46.0,False,0.46,0.0
2020-11-30,0,46.0,,0.46,0.0
2020-12-01,43,46.0,,0.46,19.78
2020-12-02,0,46.0,,0.46,0.0
2020-12-03,0,46.0,,0.46,0.0
2020-12-04,0,46.0,,0.46,0.0
2020-12-05,51,46.0,,0.46,23.46
2020-12-06,0,35.0,False,0.35,0.0
2020-12-07,0,35.0,,0.35,0.0
2020-12-08,0,35.0,,0.35,0.0
2020-12-09,0,35.0,,0.35,0.0
2020-12-10,0,35.0,,0.35,0.0
2020-12-11,100,35.0,,0.35,35.0
2020-12-12,0,35.0,,0.35,0.0
2020-12-13,0,12.0,False,0.12,0.0
2020-12-14,0,12.0,,0.12,0.0
2020-12-15,0,12.0,,0.12,0.0
2020-12-16,0,12.0,,0.12,0.0
2020-12-17,0,12.0,,0.12,0.0
2020-12-18,0,12.0,,0.12,0.0
2020-12-19,0,12.0,,0.12,0.0
2020-12-20,0,0.0,False,0.0,0.0
2020-12-21,0,0.0,,0.0,0.0
2020-12-22,0,0.0,,0.0,0.0
2020-12-23,0,0.0,,0.0,0.0
2020-12-24,0,0.0,,0.0,0.0
2020-12-25,0,0.0,,0.0,0.0
2020-12-26,0,0.0,,0.0,0.0
2020-12-27,0,0.0,False,0.0,0.0
2020-12-28,0,0.0,,0.0,0.0
2020-12-29,0,0.0,,0.0,0.0
2020-12-30,0,0.0,,0.0,0.0
2020-12-31,0,0.0,,0.0,0.0
2021-01-01,0,0.0,,0.0,0.0
2021-01-02,0,0.0,,0.0,0.0
2021-01-03,0,0.0,False,0.0,0.0
2021-01-04,0,0.0,,0.0,0.0
2021-01-05,100,0.0,,0.0,0.0
2021-01-06,0,0.0,,0.0,0.0
2021-01-07,0,0.0,,0.0,0.0
2021-01-08,0,0.0,,0.0,0.0
2021-01-09,0,0.0,,0.0,0.0
2021-01-10,0,0.0,False,0.0,0.0
2021-01-11,90,0.0,,0.0,0.0
2021-01-12,0,0.0,,0.0,0.0
2021-01-13,0,0.0,,0.0,0.0
2021-01-14,92,0.0,,0.0,0.0
2021-01-15,0,0.0,,0.0,0.0
2021-01-16,0,0.0,,0.0,0.0
2021-01-17,0,11.0,False,0.11,0.0
2021-01-18,0,11.0,,0.11,0.0
2021-01-19,0,11.0,,0.11,0.0
2021-01-20,0,11.0,,0.11,0.0
2021-01-21,0,11.0,,0.11,0.0
2021-01-22,0,11.0,,0.11,0.0
2021-01-23,0,11.0,,0.11,0.0
2021-01-24,0,0.0,False,0.0,0.0
2021-01-25,0,0.0,,0.0,0.0
2021-01-26,0,0.0,,0.0,0.0
2021-01-27,0,0.0,,0.0,0.0
2021-01-28,0,0.0,,0.0,0.0
2021-01-29,0,0.0,,0.0,0.0
2021-01-30,0,0.0,,0.0,0.0
2021-01-31,0,0.0,False,0.0,0.0
